id,date,class,sentiment,text
50,2015-07-09T17:00:00,increase,Negative,RT Finally Inbox support Google Apps accounts Goodbye Mailbox It fun lasted
51,2015-07-09T17:00:00,increase,Positive,100 itd like acknowledging Google What OSs servers run
52,2015-07-09T17:00:00,increase,Positive,sorry take Google inspired relationship elsewhere
53,2015-07-09T17:00:00,increase,Positive,I love grown work part Google search history
54,2015-07-09T17:00:00,increase,Positive,RT If google image search 241543903 youll get bunch pictures people putting heads freezer
55,2015-07-09T17:00:00,increase,Negative,truly disappointed nasty email I received guys
56,2015-07-09T17:00:00,increase,Negative,probably google number auto populates based location data…
57,2015-07-09T17:00:00,increase,Negative,HI GUYS MY ACCOUNT HAS BEEN HACKED AGAIN AS LONG AS MY FB GOOGLE ECT NOW THIS IS MY NEW LOCATION KISSSSES FREM PARISELSA MA
58,2015-07-09T17:00:00,increase,Positive,Oh lord google Heroin chic
59,2015-07-09T17:00:00,increase,Negative,US I google nearest Whole Foods
60,2015-07-09T17:00:00,increase,Positive,google beaten YouTube become worldw secondlargest social media network Source Trvndstream
61,2015-07-09T17:00:00,increase,Positive,HAHAHAAHHA google kids MySpace 😂
62,2015-07-09T17:00:00,increase,Positive,Google tried compete directly Facebook GooglePlus I think time return favour
63,2015-07-09T17:00:00,increase,Positive,RT So cool integrates Google Classroom googleclassroom Love flexbooks
64,2015-07-09T17:00:00,increase,Positive,RT For Organizationin Digital BI tools Cognos BO Pentaho Qlikview Google Analytics used For person…
65,2015-07-09T17:00:00,increase,Positive,RT Google Search History1 Do raccoons like cuddle2 What rabies smell like 3 I cant feel face
66,2015-07-09T17:00:00,increase,Positive,RT The exact date Google announced support 360degree vids Youtube btw Myungsoos bday year
67,2015-07-09T17:00:00,increase,Negative,20 google wallet
68,2015-07-09T17:00:00,increase,Positive,saw talking Google Hangouts w KittyTripp u next free online dates SimpleK12 Thax
69,2015-07-09T17:00:00,increase,Negative,Ppl talk abt democraticpopulist nature net Google gaming mindless white noise destroyed utopian ideal
70,2015-07-09T17:00:00,increase,Positive,God powerful knows But case doesnt respondtry google
71,2015-07-09T17:00:00,increase,Positive,RT Google maps able show go life
72,2015-07-09T17:00:00,increase,Positive,It takes time appear google 2 weeks exact domain keywords may take forever startup smallbiz
73,2015-07-09T17:00:00,increase,Positive,WeWantMahiraOnInstagramPlease join insta keep fans updated pictures😊Kab tak aapko google karte rahein 😂
74,2015-07-09T17:00:00,increase,Positive,Tips sync contact lists across iOS google app amp personal gmail Anyone using great one way
75,2015-07-09T17:00:00,increase,Negative,Dont make practise
76,2015-07-09T17:00:00,increase,Positive,google search unsolved mysteries insert suburb
77,2015-07-09T17:00:00,increase,Negative,Thats Google tax everyone except Google pays every time implemented somewhere copyright
78,2015-07-09T17:00:00,increase,Negative,Google I dont try look People starting get blocked tweeting
79,2015-07-09T17:00:00,increase,Positive,google lol
80,2015-07-09T17:00:00,increase,Negative,GoDaddy Google fighting NOT PLEASED
81,2015-07-09T17:00:00,increase,Positive,RT ni con google maps se ubican BN
82,2015-07-09T17:00:00,increase,Positive,Embed Twitter feed web site amp keyword rich tweets Googles heart racing help websites rating
83,2015-07-09T17:00:00,increase,Positive,Learning Google Analytics
84,2015-07-09T17:00:00,increase,Positive,Have checked Google Drive lately Teen Wolf S05E03 uploaded
85,2015-07-09T17:00:00,increase,Positive,RT For Organizationin Digital BI tools Cognos BO Pentaho Qlikview Google Analytics used For person…
86,2015-07-09T17:00:00,increase,Positive,google chrome
87,2015-07-09T17:00:00,increase,Positive,Google learn something every day
88,2015-07-09T17:00:00,increase,Negative,😂 I dont believe 😩 Im google right
89,2015-07-09T17:00:00,increase,Positive,currently collecting photos miss voguecara google hihi
90,2015-07-09T17:00:00,increase,Positive,music Jim Jarmusch moviesall righty google music Ill let curate
91,2015-07-09T17:00:00,increase,Positive,partnerships 📱
92,2015-07-09T17:00:00,increase,Negative,Bendito Google Maps
93,2015-07-09T17:00:00,increase,Negative,Today I learned use Google go internet Well done jobcentre putting wrong IT course
94,2015-07-09T17:00:00,increase,Positive,RT swipix 11 launched New features View photos Google Street View amp integration print …
95,2015-07-09T17:00:00,increase,Positive,Taking new subs Send tribute allisonceecom via Google Wallet GiftRocket apply femdom findom cuck bdsm sissy domme
96,2015-07-09T17:00:00,increase,Positive,Im starting like teacher He encourages using Google homework
97,2015-07-09T17:00:00,increase,Positive,Living AutomatedLife Log checkin Google Calendar I know look I loose
98,2015-07-09T17:00:00,increase,Positive,That google translate thats probably wrongI wanted say Hi
99,2015-07-09T17:00:00,increase,Positive,Man blog update explaining Google Alerts exists anybody RT DarylSurat NO YOULL SUMMON HIM
100,2015-10-21T17:00:00,increase,Positive,If I say amp google I change I say Mrs Macdonald googledu esdlbpsb
101,2015-10-21T17:00:00,increase,Positive,half Google tabs 14 kids idiots 14 people exposing
102,2015-10-21T17:00:00,increase,Positive,seriously wed suggest google search Corsi would good place start
103,2015-10-21T17:00:00,increase,Positive,RT Google launch Googlr similar Tinder Grindr Sizzlr match potential soulmates based …
104,2015-10-21T17:00:00,increase,Positive,BREAKING announces YouTube Red new subscription service ads premium content google play music access Priced 999mo
105,2015-10-21T17:00:00,increase,Positive,This whole BTTF2015 awesome So much google see business Very exciting
106,2015-10-21T17:00:00,increase,Positive,RT Id like thank smart phone Google Wikipedia Copy Paste… Graduation SpeechALDUB14thWeeksary
107,2015-10-21T17:00:00,increase,Negative,Trying come name new magazine HARD Every time I think good one I Google already taken Bah
108,2015-10-21T17:00:00,increase,Positive,congrats reply
109,2015-10-21T17:00:00,increase,Negative,reasonable apply standards evidence par court case tweeted Google doc
110,2015-10-21T17:00:00,increase,Negative,Google Chromecast HDMI Streaming Media Player
111,2015-10-21T17:00:00,increase,Negative,RT PLACES TO PREORDER SGFG ITunes 5SOS webstore Amazon Google PlayTarget
112,2015-10-21T17:00:00,increase,Negative,Im actually speechless first time helping I dont know I trust anymore
113,2015-10-21T17:00:00,increase,Positive,RT google ke
114,2015-10-21T17:00:00,increase,Positive,google googlaaa
115,2015-10-21T17:00:00,increase,Positive,n like nigga start receiving em nudes Got ta love google
116,2015-10-21T17:00:00,increase,Negative,RT PLACES TO PREORDER SGFG ITunes 5SOS webstore Amazon Google PlayTarget
117,2015-10-21T17:00:00,increase,Negative,I really hope DOJ kills YahooGoogle deal
118,2015-10-21T17:00:00,increase,Positive,RT GWU wants best amp brightest Jrs amp Srs Two info sessions 1022 2pm7pm RSVP G…
119,2015-10-21T17:00:00,increase,Positive,I aint Google nun You cant keep okay
120,2015-10-21T17:00:00,increase,Negative,RT PLACES TO PREORDER SGFG ITunes 5SOS webstore Amazon Google PlayTarget
121,2015-10-21T17:00:00,increase,Positive,Google Maps D
122,2015-10-21T17:00:00,increase,Negative,RT PLACES TO PREORDER SGFG ITunes 5SOS webstore Amazon Google PlayTarget
123,2015-10-21T17:00:00,increase,Positive,Other ways find audience Google Analytics survey look old content see engagement NectarChat
124,2015-10-21T17:00:00,increase,Positive,One popular classes Google offers employees known SIYwhich acronym forSearch Inside Yourself Arianna Huffington quote
125,2015-10-21T17:00:00,increase,Positive,maybe I give Google much credit
126,2015-10-21T17:00:00,increase,Negative,Google SmartOdds go careers gt vacancies There scroll till find
127,2015-10-21T17:00:00,increase,Positive,send u info get back lunch show u get itstart Downloading A3 Launcher google
128,2015-10-21T17:00:00,increase,Negative,My money YouTube separating Google becoming company new Alphabet superbrand
129,2015-10-21T17:00:00,increase,Negative,RT There nothing class I couldnt learn professors PowerPoints Google
130,2015-10-21T17:00:00,increase,Negative,RT Disappointed Google No doodle Marty Mcfly today GoogleDoodle
131,2015-10-21T17:00:00,increase,Negative,PLACES TO PREORDER SGFG ITunes 5SOS webstore Amazon Google PlayTarget
132,2015-10-21T17:00:00,increase,Positive,found I take home mid term google gon bless
133,2015-10-21T17:00:00,increase,Positive,RT google searches tell goldfish pregnant
134,2015-10-21T17:00:00,increase,Positive,imma google
135,2015-10-21T17:00:00,increase,Positive,Once I upset Googles image search
136,2015-10-21T17:00:00,increase,Negative,Facebooka Google go bankrupt AndThenTheWorldEnded
137,2015-10-21T17:00:00,increase,Positive,Google Alert REIT
138,2015-10-21T17:00:00,increase,Positive,Google Alert Commercial Real Estate
139,2015-10-21T17:00:00,increase,Negative,Google Alert Debt Placement
140,2015-10-21T17:00:00,increase,Positive,I actually excited themes 😢
141,2015-10-21T17:00:00,increase,Negative,Apparently 20 Google searches made Android phones last year made though voice
142,2015-10-21T17:00:00,increase,Positive,RT Get peace mind securing memories 100gb FREE google drive cloud storage purchase LG G4Wes…
143,2015-10-21T17:00:00,increase,Positive,RT Purchase LGG4 Get 100 GB free cloud storage Google Drive 2 years West4LG
144,2015-10-21T17:00:00,increase,Positive,999 gets ad free service across YouTube apps along original content new music app And Google Play subscription
145,2015-10-21T17:00:00,increase,Positive,I better things watch TV google name
146,2015-10-21T17:00:00,increase,Positive,Itd great Google could make gd mind wants handle YouTube monetization
147,2015-10-21T17:00:00,increase,Positive,RT “ We currently planning conquering world ” Sergey Brin cofounder Google
148,2015-10-21T17:00:00,increase,Negative,I want black wool cape Not hippie cape DampD cape structured mod cape This proving impossible Google
149,2015-10-21T17:00:00,increase,Positive,RT Doing shows via paypal google wallet message
150,2015-10-21T17:00:00,increase,Positive,Defect From Using Microsoft Mets Win Up To 75k Google
151,2015-10-21T17:00:00,increase,Positive,What kind account iCloud Google invitees appear app We dont support Exchange invitations right
152,2015-10-21T17:00:00,increase,Positive,thank I ’ Google
153,2015-10-21T17:00:00,increase,Negative,Did google Can dogs racist
154,2015-10-21T17:00:00,increase,Positive,RT If Internet went 4 day 196 billion emails 3 billion Google searches amp500 million Tweets would wai…
155,2015-10-21T17:00:00,increase,Positive,RT deletes Biden google alert move Paul Ryan
156,2015-10-21T17:00:00,increase,Negative,Doing shows via paypal google wallet message
157,2015-10-21T17:00:00,increase,Positive,When Google How Breathe
158,2015-10-21T17:00:00,increase,Positive,Im pretty sure kernel panicA Google Thats cute computingwhilefemale geniusbar
159,2015-10-21T17:00:00,increase,Positive,garota tweetou brazil dont brincando e vcs ja foram google tradutor xingar garota com vergonha por vcs
160,2015-10-21T17:00:00,increase,Positive,RT CarbonNeutral since ’ 07 ’ impressive What ’ top strategy CleanEnergyU
161,2015-10-21T17:00:00,increase,Negative,On Google Chrome go three dots top right hand corner delete history
162,2015-10-21T17:00:00,increase,Positive,tell us something Googles upcoming quarterly results Reminds Nflx
163,2015-10-21T17:00:00,increase,Negative,To find pic I google one wheel hover board Segway thing
164,2015-10-21T17:00:00,increase,Negative,Why take Foxs 70 Million year live content take another 70 Google Yahoo rebroadcast specials
165,2015-10-21T17:00:00,increase,Positive,Well long Spotify Looks like I ’ signing YouTube Music er Google Play Music YouTube Red I mean
166,2015-10-21T17:00:00,increase,Negative,Antivirus popup recommends using Google Chrome appears front open Chrome browser Y U No Logic Avast
167,2015-10-21T17:00:00,increase,Negative,I know Googletumblr still lol
168,2015-10-21T17:00:00,increase,Negative,oh Idk I I dont take thats cuz I dont think Never heard Googles
169,2015-10-21T17:00:00,increase,Positive,I Google make scrambled eggs without milk yeah I feel ya
170,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
171,2015-10-21T17:00:00,increase,Positive,go google
172,2015-10-21T17:00:00,increase,Positive,RT Id like thank smart phone Google Wikipedia Copy Paste… Graduation SpeechALDUB14thWeeksary
173,2015-10-21T17:00:00,increase,Positive,chocolate dates reason nothing good say say use kit destroy move google music 3
174,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
175,2015-10-21T17:00:00,increase,Positive,CarbonNeutral since ’ 07 ’ impressive What ’ top strategy CleanEnergyU
176,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
177,2015-10-21T17:00:00,increase,Negative,Always believe GOD questions even GOOGLE cant answer D
178,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
179,2015-10-21T17:00:00,increase,Positive,RT Purchase LGG4 Get 100 GB free cloud storage Google Drive 2 years West4LG
180,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
181,2015-10-21T17:00:00,increase,Positive,Google wants pay 999 per month adfree YouTube
182,2015-10-21T17:00:00,increase,Positive,RT Get peace mind securing memories 100gb FREE google drive cloud storage purchase LG G4Wes…
183,2015-10-21T17:00:00,increase,Negative,Open Q innovations driven CleanEnergyU leadership For 8m CO2 reductn 25GW renewables
184,2015-10-21T17:00:00,increase,Positive,RT Google cant satisfy every search sign Palo Alto church understands target market
185,2015-10-21T17:00:00,increase,Positive,Id Google picture cuck socker Im afraid whatd come
186,2015-10-21T17:00:00,increase,Positive,RT google searches tell goldfish pregnant
187,2015-10-21T17:00:00,increase,Positive,RT So google said cheating cheating Lol u deluded brainwashed dickheads swear looool
188,2015-10-21T17:00:00,increase,Positive,gracias San Google 😉
189,2015-10-21T17:00:00,increase,Positive,also google 4 long time gt actually greater Alligator eats bigger number learned Still works
190,2015-10-21T17:00:00,increase,Positive,How keep track todo list An app Google Calendar Good old fashioned pencil paper something else
191,2015-10-21T17:00:00,increase,Positive,well expensive football tickets It depends club teams Google see
192,2015-10-21T17:00:00,increase,Negative,RT Couple shows via google wallet Come see get fucked skype
193,2015-10-21T17:00:00,increase,Positive,RT Teaming support staff Google Apps hrsbgafe HRSBpd
194,2015-10-21T17:00:00,increase,Negative,Why googledoodle BackToTheFuture today let us today
195,2015-10-21T17:00:00,increase,Positive,guy next u starts talking decide interning Microsoft google like oh okay
196,2015-10-21T17:00:00,increase,Positive,Two Games Released Google Play Can Root Android Devices
197,2015-10-21T17:00:00,increase,Positive,RT “ Don ’ put single thing Google data safe LET US USE OUTLOOK FOR EVERYTHING AND MICROSOFT CLOUD IT IS OK ” Indian…
198,2015-10-21T17:00:00,increase,Positive,hahahaha Google um Reminds cow
199,2015-10-21T17:00:00,increase,Positive,great I google BTTF lol
200,2015-09-29T17:00:00,increase,Positive,Any highered folk using Google Analytics Premium Willing chat googleanalytics gap
201,2015-09-29T17:00:00,increase,Positive,One thing van Google
202,2015-09-29T17:00:00,increase,Positive,RT Who decides name movieHollywood DirectorBollywood ProducerTollywood Google Translator
203,2015-09-29T17:00:00,increase,Negative,set without windows devices Google employees retarded
204,2015-09-29T17:00:00,increase,Negative,Now I want google cof
205,2015-09-29T17:00:00,increase,Negative,went type Google accidentally typed idk
206,2015-09-29T17:00:00,increase,Negative,could used HDMI extender
207,2015-09-29T17:00:00,increase,Positive,RT Remember Google events like XSports demo bringbackgoogleglass
208,2015-09-29T17:00:00,increase,Positive,New Nexus Tablet perhaps Google
209,2015-09-29T17:00:00,increase,Positive,Huh Chromecast Audio priced regular Chromecast Thats strange Google
210,2015-09-29T17:00:00,increase,Negative,RT Can provide Kannada Its hard find trending news even though many Kan news papers…
211,2015-09-29T17:00:00,increase,Negative,Okay Im back Whatd I miss Did google release discman
212,2015-09-29T17:00:00,increase,Negative,literally type argument google quite They statistically mostly sound biases exist
213,2015-09-29T17:00:00,increase,Positive,The stuff one bumps google search 😂😂😂
214,2015-09-29T17:00:00,increase,Positive,Theres blood moon depicting mars google doodle With running water Why pichai
215,2015-09-29T17:00:00,increase,Positive,RT Are new Nexus phones available Google Store Dont know whether Ill see Colombia
216,2015-09-29T17:00:00,increase,Positive,RT set launch new Nexus smartphones Chromecast AndroidMarshmallow tonightFollow a…
217,2015-09-29T17:00:00,increase,Positive,Pretty impressed new Google services offered today
218,2015-09-29T17:00:00,increase,Positive,HELP Anybody know good baby shower locations Stamford CT Google NOT helpful imnotpregnant
219,2015-09-29T17:00:00,increase,Positive,RT The Google Nexus 6P charge fully half time iPhone 6 Plus Dave Burke VP Engineering Google
220,2015-09-29T17:00:00,increase,Positive,How cute
221,2015-09-29T17:00:00,increase,Positive,Chromecast Audio get multiroom support Spotify add Google Cast support Great news
222,2015-09-29T17:00:00,increase,Positive,Google creates dongles great existing speakersApple likely create whole speaker AirPlay
223,2015-09-29T17:00:00,increase,Positive,ChromecastAudio niche youve got speakers would worth look If I still mine Id probably pick Nexus Google
224,2015-09-29T17:00:00,increase,Positive,RT So Google Android holding steady 2x iOS base 14bn v 700m Chinese Android adds close another halfbillio…
225,2015-09-29T17:00:00,increase,Positive,marshmallows
226,2015-09-29T17:00:00,increase,Positive,One More Thing Google
227,2015-09-29T17:00:00,increase,Negative,Last Google newsfact training Spotify available Chromecast TV amp Audio much easier use mutilple devices
228,2015-09-29T17:00:00,increase,Positive,In Google screenshots lady tree behind Apple one ’ Evil treehatingHapple
229,2015-09-29T17:00:00,increase,Negative,I STILL MISS GOOGLE READER WITH MY WHOLE HEART
230,2015-09-29T17:00:00,increase,Negative,Why wives iphone Google GooglePressEvent Nexus
231,2015-09-29T17:00:00,increase,Positive,Buy Google cordcutting strategies drive steer market away traditional content distribution channels price
232,2015-09-29T17:00:00,increase,Negative,Oops Looks like killed Sonos Chromecast Audio
233,2015-09-29T17:00:00,increase,Negative,discriminating 😩
234,2015-09-29T17:00:00,increase,Positive,RT If I activity I google find answer cheating resourcefulDoes promote creativity …
235,2015-09-29T17:00:00,increase,Negative,nobody around really sorted using IPhone google maps
236,2015-09-29T17:00:00,increase,Positive,Google needs better hardware designers
237,2015-09-29T17:00:00,increase,Positive,Google
238,2015-09-29T17:00:00,increase,Positive,RTing Snowden tweets watching Google Events DSomebody watch Irony meter pls
239,2015-09-29T17:00:00,increase,Positive,RT If Google worked 110th hard privacy Chromecast Audio wed better
240,2015-09-29T17:00:00,increase,Negative,My second moment truth becomes someone elses Zero Moment Truth Jessie Hochhalter WinLocal SmallBiz Local Webinar
241,2015-09-29T17:00:00,increase,Positive,If I think real world applicationwhen I need know answer something newgoogle first step
242,2015-09-29T17:00:00,increase,Positive,Shots fired Sonos Google
243,2015-09-29T17:00:00,increase,Positive,I see new chromecast audio integrated car
244,2015-09-29T17:00:00,increase,Positive,wonder logical acquirer blab FB Google G competitor
245,2015-09-29T17:00:00,increase,Positive,Why Google execs wives iPhones GoogleNexus
246,2015-09-29T17:00:00,increase,Positive,The best feature Google event They say lets recap Which great Ive distracted
247,2015-09-29T17:00:00,increase,Positive,RT Who decides name movieHollywood DirectorBollywood ProducerTollywood Google Translator
248,2015-09-29T17:00:00,increase,Negative,Way The Google Nexus 5X vs closest competitors
249,2015-09-29T17:00:00,increase,Negative,Google killing chromecast
250,2015-09-29T17:00:00,increase,Positive,Way Google Play hit major milestone
251,2015-09-29T17:00:00,increase,Positive,Way Googles new Chromecast Audio make dumb speakers smart
252,2015-09-29T17:00:00,increase,Negative,Google uses estimated 15 billion kWh electricity per year countries TCSITWIZ
253,2015-09-29T17:00:00,increase,Positive,RT Chromecast audio connects controlled devices including Android wearables Google Chromecasta…
254,2015-09-29T17:00:00,increase,Positive,Now sneak peek something else Google working
255,2015-09-29T17:00:00,increase,Negative,Google killing new chromecast
256,2015-09-29T17:00:00,increase,Positive,Assamese might b included one regional language googlemight b Modi impactgud
257,2015-09-29T17:00:00,increase,Positive,Google music family plan ah Means wont Google music related stuffs
258,2015-09-29T17:00:00,increase,Positive,Remember Google events like XSports demo bringbackgoogleglass
259,2015-09-29T17:00:00,increase,Positive,RT Seems like every Google Employee spouse uses iPhone least event GoogleEvent
260,2015-09-29T17:00:00,increase,Negative,Why new Chromecast come 3 colors meant discretely hide behind TV Android Google
261,2015-09-29T17:00:00,increase,Positive,Google announces new Chromecast Audio Chromecast 2
262,2015-09-29T17:00:00,increase,Negative,Nexus 5X 6P owners ditch mobile carrier Google Fi
263,2015-09-29T17:00:00,increase,Positive,Im intrigued something different casting Google play music
264,2015-09-29T17:00:00,increase,Positive,chromecast took limelight away nexus Google
265,2015-09-29T17:00:00,increase,Positive,Finally support Chromecast
266,2015-09-29T17:00:00,increase,Positive,RT So I ’ kind skimming Google Press Event ChromeCast ChromeCast Audio two different products
267,2015-09-29T17:00:00,increase,Positive,Google announces new Chromecast Audio Chromecast 2
268,2015-09-29T17:00:00,increase,Positive,RT If youve ever liked anything ever dont google
269,2015-09-29T17:00:00,increase,Negative,Nexus 5X 6P owners ditch mobile carrier Google Fi
270,2015-09-29T17:00:00,increase,Positive,Google announces new Chromecast Audio Chromecast 2
271,2015-09-29T17:00:00,increase,Negative,Nexus 5X 6P owners ditch mobile carrier Google Fi
272,2015-09-29T17:00:00,increase,Positive,Google unveils budgetpriced accessory lets old hifis speaker systems stream audio wifi
273,2015-09-29T17:00:00,increase,Negative,Chromecast Audio also available starting today 17 countries 35 Google
274,2015-09-29T17:00:00,increase,Positive,AWESTRUCK
275,2015-09-29T17:00:00,increase,Positive,announces supporting chromecast starting today 👍Finally
276,2015-09-29T17:00:00,increase,Positive,Google announces new Chromecast Audio Chromecast 2
277,2015-09-29T17:00:00,increase,Negative,Nexus 5X 6P owners ditch mobile carrier Google Fi
278,2015-09-29T17:00:00,increase,Positive,Google event boring compare Apple event No claps small small things
279,2015-09-29T17:00:00,increase,Positive,Google announces new Chromecast Audio Chromecast 2
280,2015-09-29T17:00:00,increase,Negative,Nexus 5X 6P owners ditch mobile carrier Google Fi
281,2015-09-29T17:00:00,increase,Positive,RT The new Google Chromecast priced 35 It available 17 countries starting today
282,2015-09-29T17:00:00,increase,Positive,And google translate trash dont translate Xhosa well
283,2015-09-29T17:00:00,increase,Positive,Great news rumors proven true Spotify ready Chromecast spotify music musik chromecast Google
284,2015-09-29T17:00:00,increase,Negative,RT Every Google demonstration today involved spouse Poor single Googlers
285,2015-09-29T17:00:00,increase,Negative,chromecast audio available starting today google googleevent thinkomania followus googleliveudpate
286,2015-09-29T17:00:00,increase,Positive,sweet marshmallow 60
287,2015-09-29T17:00:00,increase,Positive,umm theres much say haha theres probably facts google stuff u know like names amp ages
288,2015-09-29T17:00:00,increase,Negative,And like Google killed Sonos
289,2015-09-29T17:00:00,increase,Positive,Google Chromecast supports Spotify
290,2015-09-29T17:00:00,increase,Negative,The new Chromecast 35 available today 17 countries Chromecast Audio 35 well Google
291,2015-09-29T17:00:00,increase,Positive,So Google introduces Shared Photo Albums gives 50 play store credit cos otherwise wont actually buy anything
292,2015-09-29T17:00:00,increase,Negative,How come one Google event clapping reacting news feels like funeral compared apple events Google
293,2015-09-29T17:00:00,increase,Positive,Let know show google pencil
294,2015-09-29T17:00:00,increase,Positive,Chromecast Audio enables wireless music streaming oldschool speakers wnn2 The Chromecast catalog expanding Googles new C…
295,2015-09-29T17:00:00,increase,Positive,Google ’ new Chromecast new look catches modern WiFi standards wnn2 It might worstkept secret leading t…
296,2015-09-29T17:00:00,increase,Positive,true Netflix partnering Google
297,2015-09-29T17:00:00,increase,Positive,Surprised Google hasnt announced Amazon Echo competitor And Chromecast Audio NexusEvent
298,2015-09-29T17:00:00,increase,Positive,Google friend So another word barbecuingsmoking different process entirely
299,2015-09-29T17:00:00,increase,Negative,I hope paying attention new Chromecast hardware features announced today
300,2016-04-21T17:00:00,decrease,Positive,Getting googled shortly p bizmentors Google nuig
301,2016-04-21T17:00:00,decrease,Positive,RT پخوا open google translate assistant 😂😉
302,2016-04-21T17:00:00,decrease,Negative,You miss foolery fuck bitch amp tell google
