id,date,class,percent,sentiment,text
94,2013-05-08T17:00:00,increase,0.65,Positive,I think Brooklyn Babylon actually secret collaboration Thad Jones Nikola Tesla
95,2013-05-08T17:00:00,increase,0.65,Positive,oh looolcracking upcourtesylegendslegends worth paying courtesy hm leme seeTesla Einstein Turing etc
96,2013-05-08T17:00:00,increase,0.65,Positive,haha I hope Ferrari decides play chicken Tesla
97,2013-05-08T17:00:00,increase,0.65,Positive,You spread Tesla lies hiring hundreds NummiThey hired 2025 exNummi workers June 2012
98,2013-05-08T17:00:00,increase,0.65,Positive,RT Tesla auto maker selling US doesnt report monthly sales figuresTSLA
99,2013-05-08T17:00:00,increase,0.65,Positive,id surprised wasnt tesla
100,2010-11-02T17:00:00,increase,0.42,Positive,RT If want find secrets Universe think terms energy frequency vibrationNikola Tesla RT
101,2010-11-02T17:00:00,increase,0.42,Negative,Ive Teslamode day Talking loud public without realizing
102,2010-11-02T17:00:00,increase,0.42,Positive,people base decisions personal levelnot media tells tothats whats wrong world
103,2010-11-02T17:00:00,increase,0.42,Positive,I dont think matters media huge influence public
104,2010-11-02T17:00:00,increase,0.42,Positive,If want find secrets Universe think terms energy frequency vibrationNikola Tesla RT
105,2010-11-02T17:00:00,increase,0.42,Positive,omigosh ANOTHER Tesla Roadster time estate
106,2010-11-02T17:00:00,increase,0.42,Positive,If want find secrets Universe think terms energy frequency vibrationNikola Tesla
107,2010-11-02T17:00:00,increase,0.42,Positive,RT Fuck voting You know live Matrix right lt Nigga excuse number 37
108,2010-11-02T17:00:00,increase,0.42,Negative,WHERE IS THAT I MUST GO THERE NOW
109,2010-11-02T17:00:00,increase,0.42,Positive,Ha Me friend brainstormed video game taking place Columbian Exposition With future weapons Tesla
110,2010-11-02T17:00:00,increase,0.42,Positive,Wait hyperventilating 321
111,2010-11-02T17:00:00,increase,0.42,Positive,I Kid U NotTesla Rules
112,2010-11-02T17:00:00,increase,0.42,Positive,Have fun see happened Tesla right Plus GM buying IPO RT Im buying GM
113,2010-11-02T17:00:00,increase,0.42,Negative,Play video game review job Damn must almost boring driving cars like Tesla mine
114,2010-11-02T17:00:00,increase,0.42,Negative,invading twittah D
115,2010-11-02T17:00:00,increase,0.42,Positive,Tesla disproved human life science sixwordscifi
116,2010-11-02T17:00:00,increase,0.42,Positive,Be alonethat secret invention Be alone ideas born Nikola Tesla
117,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 85144 CDT Tuesday November 2nd 2010
118,2010-11-02T17:00:00,increase,0.42,Positive,Hoy amaneci cantando tesla girls Weird
119,2010-11-02T17:00:00,increase,0.42,Negative,Got regular access 3Tesla scanner research purposes inventing new algorithms Weirdly enough underused
120,2010-11-02T17:00:00,increase,0.42,Positive,RT Makan grateeesss Sanade w wohoo
121,2010-11-02T17:00:00,increase,0.42,Positive,Tesla What You Give
122,2010-11-02T17:00:00,increase,0.42,Positive,Still focused acquiring Tesla Im beginning wonder using fill space left soul sisters death
123,2010-11-02T17:00:00,increase,0.42,Positive,Ooh Tesla Roadster parked near office Never seen one fleshcarbon fibre compound Tiny Ecospeedy
124,2010-11-02T17:00:00,increase,0.42,Positive,I would love test drive Tesla Hopefully new factory help become Apple auto
125,2010-11-02T17:00:00,increase,0.42,Positive,Makan grateeesss Sanade w wohoo
126,2010-11-02T17:00:00,increase,0.42,Positive,Have visited Clean Energy Expo Asia Trade Fair Watch Tesla electric car hot
127,2010-11-02T17:00:00,increase,0.42,Positive,Worlds powerful super computer built China equipped 14336 Xeon X5 processors 7168 NVIDIA Tesla GPUs Tianhe1A
128,2010-11-02T17:00:00,increase,0.42,Positive,Tesla Motors unveiled new Tesla Factory Fremont California electric car company said building Mo
129,2010-11-02T17:00:00,increase,0.42,Negative,Facebook still worse They Farmville
130,2010-11-02T17:00:00,increase,0.42,Negative,teen girls took twitter long time ago Its lost cause
131,2010-11-02T17:00:00,increase,0.42,Positive,“ The present future I really worked mine Tesla
132,2010-11-02T17:00:00,increase,0.42,Positive,Will submit update Sleex Tesla Tomorrow Translation Bug fixed
133,2010-11-02T17:00:00,increase,0.42,Positive,MR VICE PRESIDENT GLENN BECKPROMISE NEW JOBS BY THE RELEASE OF NEW TESLA ENERGYNEW AUTOMOBILES THAT RUN OFF WATERPROMISE NEW JOBS AREAS
134,2010-11-02T17:00:00,increase,0.42,Positive,Member Rich entered Tesla Coils chat room 33352 CDT Tuesday November 2nd 2010
135,2010-11-02T17:00:00,increase,0.42,Positive,The return Tesla Girl Did enjoy
136,2010-11-02T17:00:00,increase,0.42,Positive,Oh Bond close Declan hed probably go vamp take Tesla vials
137,2010-11-02T17:00:00,increase,0.42,Positive,tesla nonrambo max nonwild thing dax finned one thank last night incredibly orienting inners
138,2010-11-02T17:00:00,increase,0.42,Positive,If want find secrets Universe think terms energy frequency vibration Nikola Tesla quote
139,2010-11-02T17:00:00,increase,0.42,Positive,Oh doubt evil stole ideas least driven How many people remember Tesla band
140,2010-11-02T17:00:00,increase,0.42,Positive,Probably sleep tonight Im lots interesting reading thesis Nikola Tesla space energy communication
141,2010-11-02T17:00:00,increase,0.42,Positive,NowPlaying Fire Tesla Boy amazing 80s sound
142,2010-11-02T17:00:00,increase,0.42,Positive,Like Teslas prefer saloon 2 seater though harkatme notinmylifetime
143,2010-11-02T17:00:00,increase,0.42,Positive,If work circumstance play Tesla Toy app It wont get done
144,2010-11-02T17:00:00,increase,0.42,Positive,Im staying across highway new Tesla factory Would looooove take tour test drive
145,2010-11-02T17:00:00,increase,0.42,Positive,btw saw 2 chicks driving sports car NishiAzabu dayTwas TeslaTesla using Red Bull strategy game
146,2010-11-02T17:00:00,increase,0.42,Positive,Tesla Modern Day Cowboy totalmiddleschoolflashbacknight
147,2010-11-02T17:00:00,increase,0.42,Positive,sweet like tesla bunny D
148,2010-11-02T17:00:00,increase,0.42,Positive,HAHA TESLA EPISODE Oo SCHEDULINGFAIL At least theres DECLAN I HOPE
149,2010-11-02T17:00:00,increase,0.42,Negative,OK NOW Im ready wireless electricity Someone go resurrect Tesla
150,2010-11-02T17:00:00,increase,0.42,Positive,Tesla Toy greatest app fuck wit smacked I swear
151,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 104819 CDT Monday November 1st 2010
152,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 104629 CDT Monday November 1st 2010
153,2010-11-02T17:00:00,increase,0.42,Positive,Outlined Teslas Daughter despite ugly dayjobbery postcon ennui Tomorrow better alternano
154,2010-11-02T17:00:00,increase,0.42,Negative,I read book earlier year EMPIRES OF LIGHT touched Chicago Worlds Fair Edison Westinghouse Tesla
155,2010-11-02T17:00:00,increase,0.42,Positive,HP workstation uses Xeon Tesla part machines hpwsw
156,2010-11-02T17:00:00,increase,0.42,Positive,Member Matt entered Tesla Coils chat room 101836 CDT Monday November 1st 2010
157,2010-11-02T17:00:00,increase,0.42,Positive,Ill get asian chubby ya pal
158,2010-11-02T17:00:00,increase,0.42,Positive,Follow gtgt ltlt
159,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 95541 CDT Monday November 1st 2010
160,2010-11-02T17:00:00,increase,0.42,Negative,Sooooo I think jailbroken iPad best anyone
161,2010-11-02T17:00:00,increase,0.42,Positive,another thing Google come right said Android optimized Tablets Blackberry ancient
162,2010-11-02T17:00:00,increase,0.42,Negative,Ugh Work goin long I need feed tesla
163,2010-11-02T17:00:00,increase,0.42,Positive,Tesla electric Jesus
164,2010-11-02T17:00:00,increase,0.42,Positive,Tesla way better boy today relief
165,2010-11-02T17:00:00,increase,0.42,Positive,Always happy attend Pama Eben Freeman A Wonderful spirit Excellent event fueled Tesla Mixology
166,2010-11-02T17:00:00,increase,0.42,Positive,Are showing one electrocutes elephant try defraud Tesla
167,2010-11-02T17:00:00,increase,0.42,Negative,todays visits EA Oracle Protolab VMware HP Tesla Motors Nvidia Microsoft Computer History Museum Tonight meeting FIT
168,2010-11-02T17:00:00,increase,0.42,Positive,tesla said guess mom want brother kid awesome ℒℴѵℯ
169,2010-11-02T17:00:00,increase,0.42,Positive,Garrett says Aegis Tesla god mention bitch called valencia balerier Valencia Superbia says LOL
170,2010-11-02T17:00:00,increase,0.42,Positive,distress call Nikola Tesla OMG much fun ahead lt3
171,2010-11-02T17:00:00,increase,0.42,Positive,Member StRyKeReYe entered Tesla Coils chat room 80431 CDT Monday November 1st 2010
172,2010-11-02T17:00:00,increase,0.42,Positive,Tesla Hang Tough nowplaying
173,2010-11-02T17:00:00,increase,0.42,Positive,Member Bart entered Tesla Coils chat room 74513 CDT Monday November 1st 2010
174,2010-11-02T17:00:00,increase,0.42,Positive,nowplaying Love Song Tesla yay
175,2010-11-02T17:00:00,increase,0.42,Positive,What want xmas Tesla
176,2010-11-02T17:00:00,increase,0.42,Negative,Itll HOURS checking Nissans cooling circuit continuity Ill pretend Im searching Teslas secrets Circuit diagram squiggles
177,2010-11-02T17:00:00,increase,0.42,Negative,Liion Motors INIZIO allelectric supercar hitting 170 mph next year 139k Tesla schmesla This friends el
178,2010-11-02T17:00:00,increase,0.42,Positive,haha placed places scale scalp tesla words big V remind teacher shes smart girl
179,2010-11-02T17:00:00,increase,0.42,Positive,Member StRyKeReYe entered Tesla Coils chat room 65858 CDT Monday November 1st 2010
180,2010-11-02T17:00:00,increase,0.42,Positive,whens e next movie us learn joint robbery w furkids I need bigger house tesla soon
181,2010-11-02T17:00:00,increase,0.42,Positive,Member StRyKeReYe entered Tesla Coils chat room 63454 CDT Monday November 1st 2010
182,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 62733 CDT Monday November 1st 2010
183,2010-11-02T17:00:00,increase,0.42,Positive,Member StRyKeReYe entered Tesla Coils chat room 62400 CDT Monday November 1st 2010
184,2010-11-02T17:00:00,increase,0.42,Negative,What want RT I gotten iPhone This Droid good watching porn meetings sad face
185,2010-11-02T17:00:00,increase,0.42,Positive,Music Users HERE Type Tesla Audio iTunes search today Just 99 cents INTRO price
186,2010-11-02T17:00:00,increase,0.42,Positive,Twitter Air Video IMDB Angry Birds Strategery BBC News Plants vs Zombies The Elements Tesla Toy
187,2010-11-02T17:00:00,increase,0.42,Positive,Cool saw Tesla Roadster visible tailpipe Pretty lookin machine But like pickup truck looks bouncy heck
188,2010-11-02T17:00:00,increase,0.42,Positive,Im seriously going EXPLODE SQUEEEE Friday night Tesla episode Im bouncing Im public Sanctuary
189,2010-11-02T17:00:00,increase,0.42,Positive,Lets squeeeeeeeeeeeeeeeeeeeeeeeeeeeee D Sanctuary Tesla
190,2010-11-02T17:00:00,increase,0.42,Positive,Youre cute youre excited Tesla xD
191,2010-11-02T17:00:00,increase,0.42,Positive,butts Only squeeeeeeee TESLA IS BACK butts back
192,2010-11-02T17:00:00,increase,0.42,Positive,Im looking forward Teslas return Sanctuary
193,2010-11-02T17:00:00,increase,0.42,Positive,Yup far awesome And next week TESLA Sanctuary
194,2010-11-02T17:00:00,increase,0.42,Positive,Yup far awesome And next week TESLA Sanctuary
195,2010-11-02T17:00:00,increase,0.42,Negative,I feel like certain point may turn vinegar
196,2010-11-02T17:00:00,increase,0.42,Positive,Member StRyKeReYe entered Tesla Coils chat room 45010 CDT Monday November 1st 2010
197,2010-11-02T17:00:00,increase,0.42,Positive,Member John entered Tesla Coils chat room 43554 CDT Monday November 1st 2010
198,2010-11-02T17:00:00,increase,0.42,Positive,My top five played songs iTunes Holy Diver Dio Shake Me Cinderella Paradise Tesla Dont Cry GNR Sweet Emotion Aerosmith
199,2010-11-02T17:00:00,increase,0.42,Positive,I thought Tesla created weapons electrical destruction movies games comics
200,2013-04-17T17:00:00,increase,0.31,Negative,Tesla amp Tre would get sent im lonely 
201,2013-04-17T17:00:00,increase,0.31,Negative,Could I charge tesla apartment would I need house
202,2013-04-17T17:00:00,increase,0.31,Positive,Tesla Etherite archmaster latter
203,2013-04-17T17:00:00,increase,0.31,Positive,RT Q6 Google Tesla Yahoo Sun cofounded immigrant entrepreneurs Success inspires success
204,2013-04-17T17:00:00,increase,0.31,Positive,RT Q6 Google Tesla Yahoo Sun cofounded immigrant entrepreneurs Success inspires success
205,2013-04-17T17:00:00,increase,0.31,Positive,Q6 Google Tesla Yahoo Sun cofounded immigrant entrepreneurs Success inspires success startupchats
206,2013-04-17T17:00:00,increase,0.31,Positive,Just saw tesla Where else West Hartford course
207,2013-04-17T17:00:00,increase,0.31,Positive,Are going cheer fundraiser next week
208,2013-04-17T17:00:00,increase,0.31,Positive,RT NEW ROADSTER Forums Tesla Motors Active Topics Tesla Roadster bfudge 2 days ago Roadster Sports For
209,2013-04-17T17:00:00,increase,0.31,Positive,even super cool Tesla store
210,2013-04-17T17:00:00,increase,0.31,Positive,ask nikola tesla government thinks free energy
211,2013-04-17T17:00:00,increase,0.31,Positive,Digging Tesla gt Edison tshirt Nate Burton NSA sporting Not holding back openstack
212,2013-04-17T17:00:00,increase,0.31,Positive,You peep Tesla yet
213,2013-04-17T17:00:00,increase,0.31,Negative,Spoiler Westinghouse got Niagara contract Edison Tesla got Morganized TheMenWhoBuiltAmerica
214,2013-04-17T17:00:00,increase,0.31,Positive,Oooo tesla motors scripps Yeeah Im la jolla
215,2013-04-17T17:00:00,increase,0.31,Positive,RT Sky 4 Energy relies conclusions Nikola Tesla daddy electricity greendiy
216,2013-04-17T17:00:00,increase,0.31,Positive,Actually saw Tesla I going grocery store yesterday Never thought I would see one road
217,2013-04-17T17:00:00,increase,0.31,Negative,hmm still wondering whether Bales characters twins clone teslas machine
218,2013-04-17T17:00:00,increase,0.31,Positive,Tesla love song
219,2013-04-17T17:00:00,increase,0.31,Positive,I dont see thread enemy So cal Tesla Nikola Impeccably dressed
220,2013-04-17T17:00:00,increase,0.31,Positive,Any thoughts upcoming Tesla X I wonder 7 seats realistic
221,2013-04-17T17:00:00,increase,0.31,Positive,wanting Tesla one
222,2013-04-17T17:00:00,increase,0.31,Positive,I heard Teslas modern day cowboy I forgot good song
223,2013-04-17T17:00:00,increase,0.31,Positive,Sky 4 Energy relies conclusions Nikola Tesla daddy electricity greendiy
224,2013-04-17T17:00:00,increase,0.31,Positive,Time Travel Matchup Who would win inventing stuff contest1 Nikola Tesla2 Leonardo DaVinci
225,2013-04-17T17:00:00,increase,0.31,Positive,I Abode Coffeehouse Stop say hi anything get outta Byron Tesla writing mood
226,2013-04-17T17:00:00,increase,0.31,Positive,Infotec today right Tesla car We popcorn candy chance win Nexus 7 Stop say hello
227,2013-04-17T17:00:00,increase,0.31,Positive,Shes gon na hide Tesla Coil toilet
228,2013-04-17T17:00:00,increase,0.31,Positive,RT okay I know wont stir waters say loud Hahahah
229,2013-04-17T17:00:00,increase,0.31,Positive,good luck
230,2013-04-17T17:00:00,increase,0.31,Positive,If everything write debated really fast tesla electric car austin thedomain swag swagtag
231,2013-04-17T17:00:00,increase,0.31,Positive,yes brat areelbows side
232,2013-04-17T17:00:00,increase,0.31,Positive,RT Our virtues failings inseparable like force matter When separate man Nikola Tesla
233,2013-04-17T17:00:00,increase,0.31,Positive,maybe
234,2013-04-17T17:00:00,increase,0.31,Negative,tease
235,2013-04-17T17:00:00,increase,0.31,Positive,Is Tesla alrdy Outsellin The Wor TSLA
236,2013-04-17T17:00:00,increase,0.31,Positive,yup hear new single featuring Andy Crown empire
237,2013-04-17T17:00:00,increase,0.31,Negative,punches stomach shush
238,2013-04-17T17:00:00,increase,0.31,Positive,HAVE A NICE DAY HONEY
239,2013-04-17T17:00:00,increase,0.31,Negative,I agree Im know really good separating enjoyment thing creators Have
240,2013-04-17T17:00:00,increase,0.31,Positive,check new single
241,2013-04-17T17:00:00,increase,0.31,Positive,secret
242,2013-04-17T17:00:00,increase,0.31,Positive,Is Tesla alrdy Outsellin The Wor AudiA8 BMW
243,2013-04-17T17:00:00,increase,0.31,Negative,But regardless whether meant joke still shitty thing say someone else
244,2013-04-17T17:00:00,increase,0.31,Negative,MFs supposed humorous dry lot people took seriously
245,2013-04-17T17:00:00,increase,0.31,Negative,That Martin Freeman interview painful terrible though even though joking He know better
246,2013-04-17T17:00:00,increase,0.31,Positive,Hm Most things Ive seen credited Cumberbatch werent actually said
247,2013-04-17T17:00:00,increase,0.31,Positive,Joan Watson fucking fierce I fight anyone says otherwise
248,2013-04-17T17:00:00,increase,0.31,Positive,Do work Tesla Can I get free car
249,2013-04-17T17:00:00,increase,0.31,Positive,Ill take care Ezrapicks
250,2013-04-17T17:00:00,increase,0.31,Positive,Saw first Tesla Model S driving around Austin I remember playing iPad spotting This feeling
251,2013-04-17T17:00:00,increase,0.31,Negative,going fall unconscious soon walk door thanks
252,2013-04-17T17:00:00,increase,0.31,Negative,wordsbegins walk stairs rude guest dear sister
253,2013-04-17T17:00:00,increase,0.31,Positive,I expect like Arrow I still cant tell makes total sense
254,2013-04-17T17:00:00,increase,0.31,Positive,buy Tesla duh
255,2013-04-17T17:00:00,increase,0.31,Positive,Have never seen lifepushes back kisses Ezras forehead thanks sis
256,2013-04-17T17:00:00,increase,0.31,Negative,“ What Serbian politicians want NOT Serbian people want FUCK EU EU Fuck politicians ”
257,2013-04-17T17:00:00,increase,0.31,Negative,closes door ahh sis I see guest
258,2013-04-17T17:00:00,increase,0.31,Positive,heard P7C3 A neuroprotective agent enhances hippocampal neurogenesisTesla et al 2012
259,2013-04-17T17:00:00,increase,0.31,Positive,RPing
260,2013-04-17T17:00:00,increase,0.31,Positive,Our virtues failings inseparable like force matter When separate man Nikola Tesla
261,2013-04-17T17:00:00,increase,0.31,Positive,left message says felt like making reference runaway guys
262,2013-04-17T17:00:00,increase,0.31,Negative,waluigi whatever want shut disappears
