id,date,class,sentiment,text
35,2013-07-24T17:00:00,increase,Positive,Lol mom saw sunburn picture Facebook called ask I alright xD yes mom thank
36,2013-07-24T17:00:00,increase,Positive,Basically I collecting free WiFi concierge He thinks getting facebook name Call ashawo like
37,2013-07-24T17:00:00,increase,Negative,Back days Facebook Messaging
38,2013-07-24T17:00:00,increase,Positive,saw news Facebook I hope wonderful time together Treat well
39,2013-07-24T17:00:00,increase,Positive,So friend took quiz Facebook saying I guess gender one question first question Are boy girl 😂
40,2013-07-24T17:00:00,increase,Negative,RT I seen drunk picture Facebook weeks Grandma needs slow hardcore creeping dow…
41,2013-07-24T17:00:00,increase,Negative,Honestly Why people age posts daily statuss Facebook still
42,2013-07-24T17:00:00,increase,Positive,Tip Week courtesy DOUBLE CHECK THE DETAILS Visit Facebook page see weekly tip photographers
43,2013-07-24T17:00:00,increase,Positive,More information pictures event found Gravely Facebook page worth look
44,2013-07-24T17:00:00,increase,Positive,cest quoi ton facebook S
45,2013-07-24T17:00:00,increase,Positive,RT If girls nice real life Facebook comments world would much different
46,2013-07-24T17:00:00,increase,Positive,Es mucho mas interesante twitter que facebook
47,2013-07-24T17:00:00,increase,Negative,deleted Facebook Youve kept people hardly spoken yet delete
48,2013-07-24T17:00:00,increase,Negative,RT Im sorry sir wife didnt make Was sniff lack prayers Facebook Yes sir Im afraid
49,2013-07-24T17:00:00,increase,Negative,Parents took facebook
50,2013-07-24T17:00:00,increase,Positive,We begin accepting listing information guide September Watch Twitter feed Facebook page website details
51,2013-07-24T17:00:00,increase,Positive,RT To celebrate launch interactive facebook job board giving away £20 asos gift card Friday FLW …
52,2013-07-24T17:00:00,increase,Negative,Lmfao I wont know I get My mom post Facebook
53,2013-07-24T17:00:00,increase,Negative,Is anyone elses Facebook
54,2013-07-24T17:00:00,increase,Positive,The notifications I get Facebook random peoples status updates
55,2013-07-24T17:00:00,increase,Positive,Lol message Marketing twitterfacebook n broadcast messages justsayin
56,2013-07-24T17:00:00,increase,Negative,Whats point calling someone Facebook Twitter Are cowardly confront people problems
57,2013-07-24T17:00:00,increase,Positive,Be sure check new ISB store Facebook page
58,2013-07-24T17:00:00,increase,Negative,Ditto gmail nopatienceforthis
59,2013-07-24T17:00:00,increase,Positive,Facebook Wow
60,2013-07-24T17:00:00,increase,Positive,This nigga copied tweet put facebook yesterday wow lol
61,2013-07-24T17:00:00,increase,Negative,getting screwwed facebook man youbestlaylowforawhile
62,2013-07-24T17:00:00,increase,Positive,RT Check Facebook Twitter amp Instagram find
63,2013-07-24T17:00:00,increase,Positive,Well much DDD things like usually xDDD Im listening music enjoy facebook twitter xDD r u doin D
64,2013-07-24T17:00:00,increase,Negative,expensive jammies clean DRY home grab ipad go facebook look high river flood
65,2013-07-24T17:00:00,increase,Negative,wish word limit facebook amount shite folk write
66,2013-07-24T17:00:00,increase,Positive,RT Whats facebook days
67,2013-07-24T17:00:00,increase,Positive,Somoney Is good bad Check CentiMJC Facebook Fanpage
68,2013-07-24T17:00:00,increase,Positive,tell nigga trev tohit bra Facebook shoes Im try get ride raleigh tonight
69,2013-07-24T17:00:00,increase,Negative,I get different Facebook Pages Idk get
70,2013-07-24T17:00:00,increase,Positive,Love online friends To homies Ive met Facebook Twitter Instagram name youve ALL influenced life
71,2013-07-24T17:00:00,increase,Positive,Facebook
72,2013-07-24T17:00:00,increase,Positive,Be sure check new ISB store Facebook page
73,2013-07-24T17:00:00,increase,Positive,RT Wow keep shit facebook
74,2013-07-24T17:00:00,increase,Positive,I wish I could convince many ways twittergt facebook Come back twitterverse love youretoolongwindedtotweet
75,2013-07-24T17:00:00,increase,Negative,My page facebook reached 15k wut
76,2013-07-24T17:00:00,increase,Positive,You welcome Do mind put Facebook page
77,2013-07-24T17:00:00,increase,Positive,WCW Is Not A Facebook Instagram Or Twitter Game
78,2013-07-24T17:00:00,increase,Negative,facebook smarts
79,2013-07-24T17:00:00,increase,Positive,I wake 100 emails Facebook someone arguing tag post
80,2013-07-24T17:00:00,increase,Positive,Who likes Huntsville Confessions Facebook
81,2013-07-24T17:00:00,increase,Positive,Just FYI going send mass mailer via Twitter Facebook LinkedIn etc… unfollowed blocked SPAM
82,2013-07-24T17:00:00,increase,Positive,It bothers people act holy Facebook twitter different human Cussing retweeting cussing
83,2013-07-24T17:00:00,increase,Negative,Facebook wonky today
84,2013-07-24T17:00:00,increase,Positive,look Vladimir Zaytsev Facebook photographer night
85,2013-07-24T17:00:00,increase,Positive,Your Facebook contest page working
86,2013-07-24T17:00:00,increase,Positive,RT Are CCUREADY Were going post reminders help get ready CCU Follow along Twitter Facebook B…
87,2013-07-24T17:00:00,increase,Positive,RT In effort sound mature Ive started talking like old person Facebook referred Facebo…
88,2013-07-24T17:00:00,increase,Positive,bye tlist moms still playing farm game facebook like candy crush tbh 3 fb games opened rn psml
89,2013-07-24T17:00:00,increase,Negative,Anyone else trouble today Its wicked slow barely loading fail
90,2013-07-24T17:00:00,increase,Positive,Just stick Twitter It smells much better Facebook
91,2013-07-24T17:00:00,increase,Positive,RT young ass bitches sending friend request Facebook gtlt LikeIKnowThem
92,2013-07-24T17:00:00,increase,Negative,Samsung Galaxy Tab 2 GTP5113 16GB WiFi 101 Android 40 Titanium Silver Enter FACEBOOK TWITTER discounts
93,2013-07-24T17:00:00,increase,Positive,RT seriously 👊💢 stop posting god damn convos copied memes saw IG Facebook ✋
94,2013-07-24T17:00:00,increase,Positive,Facebook O Twitter Encuesta
95,2013-07-24T17:00:00,increase,Positive,Miss Chris friend requested Facebook daymade
96,2013-07-24T17:00:00,increase,Negative,Mesa around give somebody 20yrs traffic Ticket cuz im checking FacebookLOL
97,2013-07-24T17:00:00,increase,Positive,Whats people foreign names Facebook You ashamed ya name
98,2013-07-24T17:00:00,increase,Positive,Won contest facebook got free tickets iamhardwell mumbai iamhardwell
99,2013-07-24T17:00:00,increase,Positive,Over one million web sites integrated Facebook
100,2012-11-09T17:00:00,increase,Positive,RT imma let hoes keep talking whether twitter facebook instagram etc Cause thats talking
101,2012-11-09T17:00:00,increase,Positive,I seee yu nw Habaaa check facebook naa Hard mee 2 find yu
102,2012-11-09T17:00:00,increase,Positive,go check Facebook Already taken care
103,2012-11-09T17:00:00,increase,Negative,huh need put answer plain view help everyone win need facebook account enter boo
104,2012-11-09T17:00:00,increase,Positive,whyreltionshipsend FACEBOOK
105,2012-11-09T17:00:00,increase,Positive,RT Twitter like wife facebook main bchmyspace ex old pics nshit
106,2012-11-09T17:00:00,increase,Negative,RT Twitter amp Facebook like hood news You find died fought together broke fcking w
107,2012-11-09T17:00:00,increase,Positive,ko op facebook xx
108,2012-11-09T17:00:00,increase,Positive,Facebook someone added photo Me fuck
109,2012-11-09T17:00:00,increase,Positive,If Your Ex Wants friend facebook1 Accept2 Ignore3 Block4 Report SpamWhat Will Be Your Reaction
110,2012-11-09T17:00:00,increase,Positive,The opportunity Facebook Br huge opportunity Right Now cfbr
111,2012-11-09T17:00:00,increase,Negative,nothing official till facebookso I guess arent friends rude
112,2012-11-09T17:00:00,increase,Positive,Cest quoi le yearbook des boys Jai vu ca sur facebook
113,2012-11-09T17:00:00,increase,Negative,porra de facebook
114,2012-11-09T17:00:00,increase,Negative,p postar facebook
115,2012-11-09T17:00:00,increase,Negative,We friends Facebook want really get know follow Twitter waitwhat
116,2012-11-09T17:00:00,increase,Positive,RT So seeing half naked people Facebook newsfeed
117,2012-11-09T17:00:00,increase,Positive,Emma Swan add facebook
118,2012-11-09T17:00:00,increase,Positive,RT Twitter Dontcha wish users hot like mine Dontcha Facebook Come getting old Twitter DONTCHA
119,2012-11-09T17:00:00,increase,Negative,youtube yet I cant watch cause I dont facebook
120,2012-11-09T17:00:00,increase,Positive,Well married Facebook long time I considered legitimate So Im hurt ☺
121,2012-11-09T17:00:00,increase,Positive,ME HAPPY BIRTHDAY GIRL Awww remember ME Na Facebook told
122,2012-11-09T17:00:00,increase,Positive,RT My Facebook google Russian I dont know stop
123,2012-11-09T17:00:00,increase,Negative,Im really starting love defriending Facebook people If birthday I dont talk know goodbye notsorry
124,2012-11-09T17:00:00,increase,Positive,Youre 14 halfnaked picture profile pic Facebook Your parents must incredibly proud
125,2012-11-09T17:00:00,increase,Positive,U R SO much better facebook dear Twitter cant tell
126,2012-11-09T17:00:00,increase,Positive,Yes amp andor amp acceptable 2 mingle 2 left casual presence
127,2012-11-09T17:00:00,increase,Negative,Twitter makes love people I dont know Facebook makes hate people I
128,2012-11-09T17:00:00,increase,Negative,please stop selling animals Facebook disgusting cruel
129,2012-11-09T17:00:00,increase,Positive,RT May life awesome pretend Facebook
130,2012-11-09T17:00:00,increase,Negative,want someones photo facebook go think long hard life seriously
131,2012-11-09T17:00:00,increase,Negative,I probally worst admin ever facebook pages
132,2012-11-09T17:00:00,increase,Positive,Tipico Fingir que estas bien por Facebook ser sincero en Twitter LOL
133,2012-11-09T17:00:00,increase,Positive,RT My Facebook google Russian I dont know stop
134,2012-11-09T17:00:00,increase,Negative,Getting message twitter saying look nasty things people saying fb BULLSHIT dont facebookL
135,2012-11-09T17:00:00,increase,Positive,RT send tweet facebook fuck whole point twitter get away facebook
136,2012-11-09T17:00:00,increase,Positive,RT Facebook limit many times change relationship status After 3 default U
137,2012-11-09T17:00:00,increase,Positive,RT Theres new poser Sheila Facebook DONT ADD HER Shes fake Sheila still doesnt Facebook twit
138,2012-11-09T17:00:00,increase,Positive,Homecoming2012 photos shortly Keep checking back updates visit Facebook page
139,2012-11-09T17:00:00,increase,Negative,Admit one person hate constantly look Facebook You know mine
140,2012-11-09T17:00:00,increase,Positive,Yeah yeah course Always Thank goodness facebook mobile phones Its though
141,2012-11-09T17:00:00,increase,Positive,Eh facebook esta loooooooco
142,2012-11-09T17:00:00,increase,Negative,This official Grounded account may created Facebook page reason
143,2012-11-09T17:00:00,increase,Negative,Pokes Facebook annoying
144,2012-11-09T17:00:00,increase,Positive,cousin put picture facebook smoking next smoking sign lmfao
145,2012-11-09T17:00:00,increase,Positive,haha I see becoming regular tweeter Better Facebook You need twitter lessons fave bricky
146,2012-11-09T17:00:00,increase,Negative,Poor facebook I dont like anything cant target ads You know nothing cant target ads
147,2012-11-09T17:00:00,increase,Positive,RT One superpowers avoid seen thingy Facebook chat
148,2012-11-09T17:00:00,increase,Positive,RT People OMG SO HAPPY OBAMA WINS AGAIN status updates Facebook people dont know Presi
149,2012-11-09T17:00:00,increase,Positive,’ pet name twittera storybook name facebooka guardian name googleeverything ’ 1 small thing called internet
150,2012-11-09T17:00:00,increase,Positive,RT Special FF around F1 coverage including news pictures videos across Twitter Facebook
151,2012-11-09T17:00:00,increase,Negative,delete relationship Facebook
152,2012-11-09T17:00:00,increase,Negative,I deleted Facebook Iam officially living rock one needs know whats going life So twitters place
153,2012-11-09T17:00:00,increase,Negative,facebook sdg update damn
154,2012-11-09T17:00:00,increase,Negative,I always think facebook roll eyes I loathe facebook LOL
155,2012-11-09T17:00:00,increase,Positive,RT My Facebook google Russian I dont know stop
156,2012-11-09T17:00:00,increase,Positive,Shout models signed Instagram Facebook amp twitter yall yall THANG
157,2012-11-09T17:00:00,increase,Positive,Remember youre entering competition 4 chances win follow twitter facebook pinterest sign newsletter
158,2012-11-09T17:00:00,increase,Negative,Facebook Bah
159,2012-11-09T17:00:00,increase,Positive,RT facebook even become
160,2012-11-09T17:00:00,increase,Positive,good idea btw whats time 109AM midnight still online facebook stay online
161,2012-11-09T17:00:00,increase,Positive,How come never post Facebook wall post everyone else mothers 😐
162,2012-11-09T17:00:00,increase,Positive,THEY USE FACEBOOK AND TWITTER TO SPY ON USSTOP TELLING THESE SPIES WHERE U GOING OR WHERE U GOING TO BE
163,2012-11-09T17:00:00,increase,Negative,This nigga Facebook feelings statusnigga pew
164,2012-11-09T17:00:00,increase,Positive,I think I might delete personal Facebook page make one photography
165,2012-11-09T17:00:00,increase,Positive,Thank It display nicely dont want turn Facebook
166,2012-11-09T17:00:00,increase,Positive,RT Unfriending people didnt wish happy birthday Facebook BirthdayProblems
167,2012-11-09T17:00:00,increase,Positive,Finished uploading birthday photos Facebook Im sleepy yet
168,2012-11-09T17:00:00,increase,Positive,Does Anyone got FACEBOOK Tweet lt3
169,2012-11-09T17:00:00,increase,Positive,Twiiter amp facebook enough instagran pointless opinion
170,2012-11-09T17:00:00,increase,Negative,annoying facebook doesnt want work addict
171,2012-11-09T17:00:00,increase,Negative,RT All damn blackout posts facebook fucking annoying
172,2012-11-09T17:00:00,increase,Positive,Im stalk bitches Facebook FB Message
173,2012-11-09T17:00:00,increase,Negative,never answers tweets Im going crazy trying find pictures ring facebook And also WTF weneedtotalk
174,2012-11-09T17:00:00,increase,Positive,check DMs I liked Facebook page x
175,2012-11-09T17:00:00,increase,Positive,I already found facebook page
176,2012-11-09T17:00:00,increase,Positive,dm facebook
177,2012-11-09T17:00:00,increase,Positive,Thanks follow hope find tweets informative You may also LIKE Facebook
178,2012-11-09T17:00:00,increase,Positive,4000 friends facebook5000 followers twitter200 wedding day5 hard times2 funeralyou alone Judgement day
179,2012-11-09T17:00:00,increase,Negative,There something freeing deleting facebook account morning even though opened another one immediately haha
180,2012-11-09T17:00:00,increase,Positive,yes sorted I cant remember details sorry Its facebook Karry summers winter uk tour
181,2012-11-09T17:00:00,increase,Positive,Thank joining Unparalleled Taste Facebookwere 401 likes counting
182,2012-11-09T17:00:00,increase,Positive,newsman facebook abbt twitter
183,2012-11-09T17:00:00,increase,Positive,coming person erection James harden haha It okay Facebook friends Allen S
184,2012-11-09T17:00:00,increase,Negative,“ Is anyone elses Facebook acting fool ” Facebook fool✖
185,2012-11-09T17:00:00,increase,Positive,I need find something Ive refreshed facebook hundred times morning
186,2012-11-09T17:00:00,increase,Negative,TwittergtFacebook
187,2012-11-09T17:00:00,increase,Positive,RT I reactivate facebook month post rap song lyric
188,2012-11-09T17:00:00,increase,Positive,RT My Facebook google Russian I dont know stop
189,2012-11-09T17:00:00,increase,Positive,I sent private message Facebook check please Normani means lot lt3 xx
190,2012-11-09T17:00:00,increase,Positive,mon facebook beug grave le Bouton Jaime neMarche pas Aime dabord
191,2012-11-09T17:00:00,increase,Positive,jump facebook give love school
192,2012-11-09T17:00:00,increase,Positive,Staying away Facebook bit become playground engagement announcements sonograms complaining oversocial
193,2012-11-09T17:00:00,increase,Positive,Follow us facebook instagram
194,2012-11-09T17:00:00,increase,Negative,Somebody please delete rick Facebook account
195,2012-11-09T17:00:00,increase,Negative,RT 8ReasonsWhyImOnTwitter Cause Facebook makes sick
196,2012-11-09T17:00:00,increase,Positive,RT And news This Saturday Ill announce New Years Eve show destination Keep eye Facebook page
197,2012-11-09T17:00:00,increase,Positive,RT Friendzoned needs relationship status option Facebook
198,2012-11-09T17:00:00,increase,Negative,PASO A USAR FACEBOOK TWITTEROFF
199,2012-11-09T17:00:00,increase,Positive,Facebook twitter
200,2014-01-29T17:00:00,increase,Negative,I know Im bored I check Facebook 😂😂😂😂😒
201,2014-01-29T17:00:00,increase,Negative,Disharmony Blocks II Beta 3 coming couple hours usual check Facebook want link Last beta release I think
202,2014-01-29T17:00:00,increase,Positive,Also check facebook pinterest entertaining Michigan stuff
203,2014-01-29T17:00:00,increase,Negative,He posting vids facebook stopped gas station taco bell last night I guess reinforcements
204,2014-01-29T17:00:00,increase,Positive,Poll Are still relationship Facebook age engagedmarried
205,2014-01-29T17:00:00,increase,Positive,We invite start gearing Day 5 10k Facebook Fan contest 8pm CST Another free roundtrip line
206,2014-01-29T17:00:00,increase,Positive,Live Atlanta area Check Facebook group SnowedOutAtlanta see help strandedinneed motorists near
207,2014-01-29T17:00:00,increase,Negative,Having 50 facebook feed Minnesota 50 Alabama stressful usual morning
208,2014-01-29T17:00:00,increase,Positive,CEO Bitcoin Exchange Resigns From Bitcoin evangelizing crypto see Silk Road also twitter Facebook profile account
209,2014-01-29T17:00:00,increase,Positive,Facebook BlackBerry10 updated
210,2014-01-29T17:00:00,increase,Positive,RT moms Facebook
211,2014-01-29T17:00:00,increase,Positive,RT “ One great uses Twitter Facebook prove Last Day prayerlessness lack …
212,2014-01-29T17:00:00,increase,Positive,RT JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp s…
213,2014-01-29T17:00:00,increase,Positive,Lmao facebook place Elrufai thinks twitter abi good laff one positive comment oh jeez 😅
214,2014-01-29T17:00:00,increase,Positive,Okay associate facebook page gaming one twitter window pick page 12
215,2014-01-29T17:00:00,increase,Positive,wrote Its floating around Facebook
216,2014-01-29T17:00:00,increase,Negative,😔 “ U mean annoying AF RT Niggaz trying lol “ Facebook inboxes thou ”
217,2014-01-29T17:00:00,increase,Positive,See Embassy Facebook comment exactly issue
218,2014-01-29T17:00:00,increase,Negative,Glad Facebook anymore
219,2014-01-29T17:00:00,increase,Negative,I dont even find Twitter much fun Facebook fucking option flying fuck
220,2014-01-29T17:00:00,increase,Positive,No Probloem Facebook business page I LIKE Kind Regards David
221,2014-01-29T17:00:00,increase,Positive,Just accepted many friend requests Facebook lol
222,2014-01-29T17:00:00,increase,Positive,Notifications twitter DNotifications Facebook
223,2014-01-29T17:00:00,increase,Positive,Send message Facebook Had look bat today beauty
224,2014-01-29T17:00:00,increase,Positive,Im actually working youre playing facebook Im facebook Im imgur worker house 😍
225,2014-01-29T17:00:00,increase,Negative,Nick NickThat awkward moment someone deletes comment facebook look like ’ talking CBB
226,2014-01-29T17:00:00,increase,Positive,moms Facebook
227,2014-01-29T17:00:00,increase,Positive,People say TRUE THAT repost pic quote Facebook
228,2014-01-29T17:00:00,increase,Positive,took 2009 2012 ouT OF THEIR FACEBOOK
229,2014-01-29T17:00:00,increase,Negative,Bah ouaaais D Facebook te soule
230,2014-01-29T17:00:00,increase,Positive,Theres free prize draw Exempt Clothing Facebook page The prize pack worth £230 Get involved freefromrules
231,2014-01-29T17:00:00,increase,Negative,Facebook desativado com sucesso
232,2014-01-29T17:00:00,increase,Negative,Facebook rapido cara
233,2014-01-29T17:00:00,increase,Positive,Sign klikken en dan aanmelden met facebook Twitter • A
234,2014-01-29T17:00:00,increase,Positive,Do 12 pack the12thcan celebrate hawks Send us pictures noon 129 featured Facebook banner
235,2014-01-29T17:00:00,increase,Negative,reactivated facebook😒
236,2014-01-29T17:00:00,increase,Positive,Were Facebook How use Twitter Facebook differently
237,2014-01-29T17:00:00,increase,Positive,RT If CANT get 911 please send message us Facebook Twitter
238,2014-01-29T17:00:00,increase,Negative,Life lke facebookpipo wil lke n comment ur problemsbt non wl help u 2 solve coz evrbdy busy updating hishersnever give
239,2014-01-29T17:00:00,increase,Positive,47 marketers generated leads Facebook
240,2014-01-29T17:00:00,increase,Negative,If I take time post something bullshit Facebook cause I realized far really
241,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
242,2014-01-29T17:00:00,increase,Negative,Lecture AKA check twitter Facebook Instagram reply texts I didnt feel earlier download games ICouldPassButImPlaying
243,2014-01-29T17:00:00,increase,Positive,omg awkwardwhen put Facebook I thought college friends HAHAHAHA
244,2014-01-29T17:00:00,increase,Positive,Facebook Marieemay wolff lt33add
245,2014-01-29T17:00:00,increase,Positive,welcome facebook ni bkn twitter kew
246,2014-01-29T17:00:00,increase,Positive,Lets invite friends facebook like Faith Deliverance Christian Centers Facebook page Whos
247,2014-01-29T17:00:00,increase,Positive,uh huh I seen Facebook
248,2014-01-29T17:00:00,increase,Negative,Im honest friend Facebook would see shit I go
249,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
250,2014-01-29T17:00:00,increase,Positive,Join us Like Facebook Page Nanton News
251,2014-01-29T17:00:00,increase,Positive,RT JOJOGANG Do favor fam go facebook amp like music page 069Zay turn dere amp show luv
252,2014-01-29T17:00:00,increase,Negative,My university confessions site damn isnt sad Canadian Reddit hosted facebook
253,2014-01-29T17:00:00,increase,Positive,I Facebook please like us loudoun county paranormal group
254,2014-01-29T17:00:00,increase,Negative,blocked facebook im sad
255,2014-01-29T17:00:00,increase,Negative,RT RIP Facebook many parents joined
256,2014-01-29T17:00:00,increase,Positive,Send pic bitch insta twitter Facebook youre asking send picture Are enough
257,2014-01-29T17:00:00,increase,Negative,All PCSD schools closed students employees Thursday January 30 per Paulding County School District Facebook page
258,2014-01-29T17:00:00,increase,Negative,Definitely cutting back Facebook djeezes app confronting
259,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
260,2014-01-29T17:00:00,increase,Negative,Damm RT If CANT get 911 please send message us Facebook Twitter
261,2014-01-29T17:00:00,increase,Negative,u gone mate cant find u anywhere facebook Those bets arent gunna win
262,2014-01-29T17:00:00,increase,Negative,Sees Login Facebook Closes page
263,2014-01-29T17:00:00,increase,Positive,2014 kim possible call beep text facebook tweet kik ask wan na reach
264,2014-01-29T17:00:00,increase,Negative,I tripping every time I get Facebook people inbox long ass paragraphs 😂😩😩
265,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
266,2014-01-29T17:00:00,increase,Positive,Like us Facebook chance win many awesome prizes cultivateyourstate hydro grow garden water mwc
267,2014-01-29T17:00:00,increase,Negative,I seen girls facebook fighting somebody mom GTFOH somebody call self trying fight mom imma kill ass
268,2014-01-29T17:00:00,increase,Negative,Ugh grandma Facebook fb friends couple friends trying start political debates oy 😑
269,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
270,2014-01-29T17:00:00,increase,Positive,The sheer amount money Indians willing spend name MS post pictures Facebook amp Instagram Mindboggling
271,2014-01-29T17:00:00,increase,Negative,bloody right ruined lunch
272,2014-01-29T17:00:00,increase,Positive,Thank followers The Brooklyn Fair Facebook Page Invite friends family LIKE us
273,2014-01-29T17:00:00,increase,Negative,grandma tried post facebook wall made status instead 😂😂
274,2014-01-29T17:00:00,increase,Positive,RT Smh RT If CANT get 911 please send message us Facebook Twitter
275,2014-01-29T17:00:00,increase,Negative,Tried Facebook Graph Search It utterly useless Trying search post friend weeks ago
276,2014-01-29T17:00:00,increase,Positive,Have facebook
277,2014-01-29T17:00:00,increase,Positive,U change avi like Facebook lol
278,2014-01-29T17:00:00,increase,Positive,Congrats Steph RT yes take pic ’ post Facebook ’ even know I ’ pregnant 😂
279,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
280,2014-01-29T17:00:00,increase,Negative,Never ever ever synching iPhoto Facebook Ever wearenevergettingbacktogether
281,2014-01-29T17:00:00,increase,Negative,See Facebook got BlackBerry 10 update didnt know go getters use BlackBerry 10 needed junk like
282,2014-01-29T17:00:00,increase,Positive,RT They need make edit button Twitter like Facebook
283,2014-01-29T17:00:00,increase,Negative,RT For drug testing lab updates check DUIDrug Court Facebook page If county govt closes lab open
284,2014-01-29T17:00:00,increase,Negative,ready ConfidentVideoTODAY beliebers notwitter nofacebook novevo notumblr nojesus nogod noworld
285,2014-01-29T17:00:00,increase,Negative,people still poking Facebook
286,2014-01-29T17:00:00,increase,Negative,Wednesday 3pm busiest time Facebook ALWAYS
287,2014-01-29T17:00:00,increase,Positive,RT moyes u take time waste time wazza rvp mata shinji adnan young waste time yes time valence waste…
288,2014-01-29T17:00:00,increase,Positive,How fuck edit privacy settings custom list created Facebook came current list functionality This bullshit
289,2014-01-29T17:00:00,increase,Positive,RT If CANT get 911 please send message us Facebook Twitter
290,2014-01-29T17:00:00,increase,Negative,So much drama goin Facebook Smh
291,2014-01-29T17:00:00,increase,Positive,Your facebook page gone mate Can either post second facebook page
292,2014-01-29T17:00:00,increase,Negative,RT penalties bad dog started throwing bad life way
293,2014-01-29T17:00:00,increase,Positive,Why would ask someone god parent child Facebook Classy👍👌
294,2014-01-29T17:00:00,increase,Negative,“ penalties bad dog started throwing bad life way ” crying 😂😂😂😂😂
295,2014-01-29T17:00:00,increase,Positive,I love people took time write Who cares TSN facebook page announced regional rights
296,2014-01-29T17:00:00,increase,Negative,Bitch play Facebook hour We sposed learning
297,2014-01-29T17:00:00,increase,Negative,Noooo Muturi iPads given MP help interact Facebook Twitter
298,2014-01-29T17:00:00,increase,Positive,JOJOGANG Yooo fam favor go facebook amp like music page 069zay go crazy comments amp show luv
299,2014-01-29T17:00:00,increase,Positive,I like naked I aint gon na put nudes Facebook stuff lol
