id,date,class,percent,text
45,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
46,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
47,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
48,2016-05-18T17:00:00,increase,0.12,@rednelson hey there I am doing a story on the Walmart Money Cards could you DM me your info ?
49,2016-05-18T17:00:00,increase,0.12,My goal today is to not go to Walmart #moving
50,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
51,2016-05-18T17:00:00,increase,0.12,"Returning stuff at Walmart, guy behind us,""Im gonna go ahead of you guys cause I have to get back to work.""sure why not... #thanksforasking"
52,2016-05-18T17:00:00,increase,0.12,".@HRPSBurl responded to @Walmart Dundas/Appleby for 3 dogs left in a car, officer deemed dogs to be OK, no charges #BurlON @HRPSBurl"
53,2016-05-18T17:00:00,increase,0.12,@thebeckyard are you stereotyping the people at Walmart?!?!?!
54,2016-05-18T17:00:00,increase,0.12,RT @plies: If U Ever Go In Her House &amp; She Got Dat $4 Walmart Mirror(The Skinny Long One) Leaning Against Her Wall. She Got Some Good Pwussy
55,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
56,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
57,2016-05-18T17:00:00,increase,0.12,@_Nyshaa the walmart iwrked at the beginning of the yr not the one we used to wrk at
58,2016-05-18T17:00:00,increase,0.12,.@dallasrbaird already do. Haven't bought anything from @Walmart in over a decade.
59,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
60,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
61,2016-05-18T17:00:00,increase,0.12,@NathanAllen23 walgreens? Walmart? CVS?
62,2016-05-18T17:00:00,increase,0.12,God clearly has a sense of humor:  have you SEEN some of the People of Walmart? #peopleofwalmart #seriouslyfugly #someonehadsexwiththat #ew
63,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
64,2016-05-18T17:00:00,increase,0.12,This Walmart training so fucking boring
65,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
66,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
67,2016-05-18T17:00:00,increase,0.12,"@lachlan You mean like the retail workers who help make Walmart hyper profitable, but only receive slavish, tax-subsidized, wages? Of course"
68,2016-05-18T17:00:00,increase,0.12,Just met a girl from Marion Local at the Walmart in Auburn #smallworld #maction
69,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
70,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
71,2016-05-18T17:00:00,increase,0.12,@corybunt1105 @Walmart I was able to get in but it took about two hours of trying and my balance was as expected.
72,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
73,2016-05-18T17:00:00,increase,0.12,@seanr1978 @Walmart   BOYCOTT WALMART
74,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
75,2016-05-18T17:00:00,increase,0.12,"@Nobody_FN_Cares @KatrinaPierson @Walmart @Metamucil All your tweets are garbage, just like your Hitlery Clinton #Trump2016🇺🇸 No Safe Zones"
76,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
77,2016-05-18T17:00:00,increase,0.12,😂😂😂😂😂 RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
78,2016-05-18T17:00:00,increase,0.12,@rayp_photos don't you work at walmart?
79,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
80,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
81,2016-05-18T17:00:00,increase,0.12,I forgot I put designs in my facial hair last night to be dumb and just walked in Walmart looking like a dumbass
82,2016-05-18T17:00:00,increase,0.12,Alright guys I went to Walmart this morning so what would ya rather see on Friday? 😊💁🏼😜
83,2016-05-18T17:00:00,increase,0.12,RT @heyitspaulag: I'm at driving school the instructor lady had to stop to pee at Walmart so now I'm jamming out to the entire midnight mem…
84,2016-05-18T17:00:00,increase,0.12,I'm at driving school the instructor lady had to stop to pee at Walmart so now I'm jamming out to the entire midnight memories album
85,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
86,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
87,2016-05-18T17:00:00,increase,0.12,"I just used Punchcard at Walmart Supercenter, and won 5 Points! WOO HOO!!"
88,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
89,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
90,2016-05-18T17:00:00,increase,0.12,This cross country drive has turned into visiting Walmart in every state
91,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
92,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
93,2016-05-18T17:00:00,increase,0.12,I've almost been tricked by 3 buggies in Walmart within a 5 minute time span. This is why I avoid this place.
94,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
95,2016-05-18T17:00:00,increase,0.12,RT @dogandkittymom: .@FoodCity Why do you sell eggs from farms that cram its hens into tiny wire cages? Even Walmart has addressed this abu…
96,2016-05-18T17:00:00,increase,0.12,I will never shop for myself or my company at Walmart ever again. Customer service is lacking to say the least.
97,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
98,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
99,2016-05-18T17:00:00,increase,0.12,RT @Fredo_InDaCut: This lady dropped $40 in Walmart parking lot so I did the right thing &amp; called the weedman for another eighth
100,2012-05-16T17:00:00,increase,0.11,@uhalevi @steewoz DUDE. You could also sell your house and live in a Walmart parking lot.!!!
101,2012-05-16T17:00:00,increase,0.11,"RT @HoeU_Irrelevant: I just now thought bout this.. Pooh, Jessica, and Bree all work at Walmart lmao"
102,2012-05-16T17:00:00,increase,0.11,RT @DontMethWithMe: You've never seen a meth addict before? Go to Walmart after midnight.
103,2012-05-16T17:00:00,increase,0.11,@Y0jigga cathedral praise by walmart
104,2012-05-16T17:00:00,increase,0.11,@emilyhaller_ little past walmart
105,2012-05-16T17:00:00,increase,0.11,@bgayathri who doesn't shop at walmart? it is our ration shop along with costco
106,2012-05-16T17:00:00,increase,0.11,"RT @FoodlandProbs: RT: @AveryG74:  customers getting pissed and yelling ""I'm going to Walmart"" #doit #wedontcare"
107,2012-05-16T17:00:00,increase,0.11,@_adub94 no I'm going to see him at Walmart......
108,2012-05-16T17:00:00,increase,0.11,@Jajhira @Mr_Hughes2U @JtTweets_ s/o all the farmers that shop at Walmart.
109,2012-05-16T17:00:00,increase,0.11,"oomf ran me ragged this morning, then took me to Walmart &amp; made me spend $50 😐"
110,2012-05-16T17:00:00,increase,0.11,"RT @HoeU_Irrelevant I just now thought bout this.. Pooh, Jessica, and Bree all work at Walmart lmao *** lmbooo riiiite too weird!!"
111,2012-05-16T17:00:00,increase,0.11,The one on Michigan across from walmart RT @_DuctTapeMe: @whambam_mocha which one?
112,2012-05-16T17:00:00,increase,0.11,Haven't been to my home since Mardi gras thanks too Walmart .
113,2012-05-16T17:00:00,increase,0.11,@johnnynacVFL @ryanblair327 lets go to walmart and see if they have any deals on #charmin and #eggcartons
114,2012-05-16T17:00:00,increase,0.11,Shady RT @GLAMLindsey Just told this Walmart worker she's at the bottom of the totem pole &amp; will never amount to anything.
115,2012-05-16T17:00:00,increase,0.11,This nigga at walmart frm ATL ugh. I cannot stand ATL ppl...
116,2012-05-16T17:00:00,increase,0.11,I want my own private island with a walmart that gets restocked monthly.!
117,2012-05-16T17:00:00,increase,0.11,AP english exam was great!! walmart then home to chill. . .
118,2012-05-16T17:00:00,increase,0.11,man i jus talk to loco in walmart..shit crazy
119,2012-05-16T17:00:00,increase,0.11,@jennadomblesky i hate walmart all together haha
120,2012-05-16T17:00:00,increase,0.11,"Walmart, fooood, then going to see my apartment and pay the rest of my deposit. But atleast I dont have to work tonight:))"
121,2012-05-16T17:00:00,increase,0.11,Popcorn for lunch. 5 hours until my shift is over. Then a really quick run to pick something up at walmart. #busywednesday
122,2012-05-16T17:00:00,increase,0.11,RT @So_Poor: Grocery shopping at Walmart at 1 in the morning #soPoor
123,2012-05-16T17:00:00,increase,0.11,Walmart loves giving me the hours when the creepers come out ):
124,2012-05-16T17:00:00,increase,0.11,Cnt wait 2 hit up Walmart... ::.. L0vin M3l0dy ..::
125,2012-05-16T17:00:00,increase,0.11,GoDaddy = misogynist Walmart
126,2012-05-16T17:00:00,increase,0.11,@MsE_A1 Girl cuz I got on 37 thought it would go this lil thing by Walmart but it don't but then I got off n just walked and I found it! Yay
127,2012-05-16T17:00:00,increase,0.11,@_iTaughtHerThat at walmart :(
128,2012-05-16T17:00:00,increase,0.11,Where the heck is my mom? Can someone really spend 20 minutes in the gas station? It ain't Walmart!
129,2012-05-16T17:00:00,increase,0.11,@CedesTaught_Em nun on my way to walmart. You  ?
130,2012-05-16T17:00:00,increase,0.11,@cedarwoman1965 sorry you didn't get the chance to make it to walmart.
131,2012-05-16T17:00:00,increase,0.11,#2dollartuesday line was longer than the lines at walmart on blackfriday haha sucks for the people who came too late to get in
132,2012-05-16T17:00:00,increase,0.11,"Going to walmart without fixing your hair in the morning is acceptable, right? #hopeso"
133,2012-05-16T17:00:00,increase,0.11,Except go to walmart:)
134,2012-05-16T17:00:00,increase,0.11,@Lakka_Jayy girl yes Walmart dolla general groceries stores.....everywhere
135,2012-05-16T17:00:00,increase,0.11,"@CoryJude put myself through school working at walmart, i don't like to be whistled at, customers don't like to be ignored...i win"
136,2012-05-16T17:00:00,increase,0.11,I just checked-in at Walmart in MyTown2. @MyTown2
137,2012-05-16T17:00:00,increase,0.11,Wow. Today was win at Walmart. It's like the whole people of Walmart website showed up just for our entertainment!
138,2012-05-16T17:00:00,increase,0.11,Well on my way to walmart to get more piercing :p hell ya bro
139,2012-05-16T17:00:00,increase,0.11,Packaging changes having big impact at Walmart #packaging via @packagingdigest @packagingdiva
140,2012-05-16T17:00:00,increase,0.11,RT @102_JAMZ: Reidsville NC get your tickets at 1624 NC highway 14 WALMART
141,2012-05-16T17:00:00,increase,0.11,At Walmart stuck! Walking round like ducks 🐧
142,2012-05-16T17:00:00,increase,0.11,Me too :-(. RT @WAH_LAH_MAGIC Walmart called me and woke me up
143,2012-05-16T17:00:00,increase,0.11,@justinbieber if you follow me I'll go scream swaggy at walmart...
144,2012-05-16T17:00:00,increase,0.11,Walmart need stop playin and give me this job lmao
145,2012-05-16T17:00:00,increase,0.11,@mighTiYask @vinceatlarge @ctspeakstruth @freewaymf how bout I jus ran into dis nigga at Walmart
146,2012-05-16T17:00:00,increase,0.11,the people at harmons are almost as bad as the people you see at walmart.
147,2012-05-16T17:00:00,increase,0.11,"I just now thought bout this.. Pooh, Jessica, and Bree all work at Walmart lmao"
148,2012-05-16T17:00:00,increase,0.11,"@hobey_baker Walmart? How dare you, sir. Ha ha."
149,2012-05-16T17:00:00,increase,0.11,&amp; I gotta make my strawberries today so Walmart to get the stuff when I pick up my pic
150,2012-05-16T17:00:00,increase,0.11,So I just looked like an idiot being chased by a bee through Walmart. 😔
151,2012-05-16T17:00:00,increase,0.11,Shoutout 2 #InspiredArt12 sponsors! - @AmeriBev Amour @citgroup @ClarkBuilds @dcunited @DIRECTV @MerrillLynch @DCMagazineML @VWGoA @Walmart
152,2012-05-16T17:00:00,increase,0.11,RT @tymckelvey: Fat people wear the shortest and tightest clothes #walmart
153,2012-05-16T17:00:00,increase,0.11,"Okay if you think you see a lot of sweatpants and fat people at Walmart, you need to see this bus I'm on. Its like Wisconsin, but, on a bus"
154,2012-05-16T17:00:00,increase,0.11,I was gone go to walmart but Ima wait til Sunday when u get back from drill......
155,2012-05-16T17:00:00,increase,0.11,@MrzMinnie0709 @moneyteamrozay lol hell naw all dat shit you was talking in Walmart bout us I don't think so lmao..
156,2012-05-16T17:00:00,increase,0.11,Wht is @MikieB93 messing up the displays in walmart???
157,2012-05-16T17:00:00,increase,0.11,Creamy chicken rice...green beans...and fried chicken...got me sooo sleepy right now  .but gotta go to walmart!!
158,2012-05-16T17:00:00,increase,0.11,Fat people wear the shortest and tightest clothes #walmart
159,2012-05-16T17:00:00,increase,0.11,Walmart ain't got shit
160,2012-05-16T17:00:00,increase,0.11,"i feel like every commercial ends with ""now available at walmart"" these days"
161,2012-05-16T17:00:00,increase,0.11,"more Biden ""you want jobs then get out and vote. We'll create more jobs once you stop buying so much shit from Walmart made in China""."
162,2012-05-16T17:00:00,increase,0.11,Im On Dey Ass. . NBS Walmart Gne Give Me Ma Job Bak . . .Imma Give It Till Nxt Week &amp;&amp; Imma Get A Interview. ..WATCH
163,2012-05-16T17:00:00,increase,0.11,"@ReynoldsSBN are you buying the walmart brand bulbs? lol! i dunno, never had that problem with mine..."
164,2012-05-16T17:00:00,increase,0.11,"Whenever Walmart plans to open, it's a bad thing. Plus, it adds work for me."
165,2012-05-16T17:00:00,increase,0.11,Coke boi shawty right now at Walmart @Itspblue
166,2012-05-16T17:00:00,increase,0.11,Tried to do a good deed and now my grandma is tryna hold me hostage at Walmart. Help me. SOS
167,2012-05-16T17:00:00,increase,0.11,@A_Terry2 walmart!
168,2012-05-16T17:00:00,increase,0.11,@CaptivatingCam I keep forgetting to look everytime I go to Walmart.
169,2012-05-16T17:00:00,increase,0.11,at Walmart wit Monique sanctified ass lol
170,2012-05-16T17:00:00,increase,0.11,Need to go to Walmart today
171,2012-05-16T17:00:00,increase,0.11,Connor wants to work at Walmart and be in charge of cutting the cheese.... @ConnerWallace37
172,2012-05-16T17:00:00,increase,0.11,Haha they selling supper jam tickets at Walmart haha lmao how charmingly ghetto!!!
173,2012-05-16T17:00:00,increase,0.11,Have to go to Walmart but ehhh nah not todayyy
174,2012-05-16T17:00:00,increase,0.11,that long ass walmart app felt like i was takin a test n school
175,2012-05-16T17:00:00,increase,0.11,I hate Walmart so so much
176,2012-05-16T17:00:00,increase,0.11,I want another job so bad im rly over walmart
177,2012-05-16T17:00:00,increase,0.11,I wished I could use my financial aid in Walmart for my supplies because the bookstore is extrememly too expensive!!!
178,2012-05-16T17:00:00,increase,0.11,"@ButerflySamurai You and I both hon... Walmart is Satan's crack, festering with dopey jaw slackened drool hounds staring at LOW LOW prices.."
179,2012-05-16T17:00:00,increase,0.11,Walmart is out of grape Gatorade. I'm about to start a riot in this mf'er!
180,2012-05-16T17:00:00,increase,0.11,This dude just tried to holla at me in Walmart parking lot lol dead.
181,2012-05-16T17:00:00,increase,0.11,Walmart &lt;&lt;&lt;
182,2012-05-16T17:00:00,increase,0.11,@TearReUh bring him to Walmart so I can cut that ponytail off
183,2012-05-16T17:00:00,increase,0.11,"@DanceMyPainAway , let me see the bitch in Walmart."
184,2012-05-16T17:00:00,increase,0.11,Gotta remember to go to Walmart today
185,2012-05-16T17:00:00,increase,0.11,Finally filled out my application from walmart.....
186,2012-05-16T17:00:00,increase,0.11,After today I gotta see if I can get Walmart back or work at best buy
187,2012-05-16T17:00:00,increase,0.11,I'm really tired of walmart JCPenney cititrends and all.........
188,2012-05-16T17:00:00,increase,0.11,@FearNoBxtch at walmart friday but im tryin to get a thursday to
189,2012-05-16T17:00:00,increase,0.11,Just saw a morbidly obese woman knock over an endcap at Walmart not once but twice with her girth. Third time it lands on her. #karma
190,2012-05-16T17:00:00,increase,0.11,@omargallardo walmart can't help me
191,2012-05-16T17:00:00,increase,0.11,when @kaywonderland doesn't ask me if i wanna go to the mall or downtown with her instead she asked to go to walmart with her LOL
192,2012-05-16T17:00:00,increase,0.11,"If you see a girl at the Glenpool Walmart with a droopy, drooling side of her face, that's me. Yay for filings!"
193,2012-05-16T17:00:00,increase,0.11,"just left walmart, hahahaha its so funny, how happy i am that my card was approved. Lmbo"
194,2012-05-16T17:00:00,increase,0.11,Jake was spotted at Walmart with 2 bitches hahahahaha
195,2012-05-16T17:00:00,increase,0.11,This may sound weird.... but i want to have my own child...walking around in walmart sucked ass yesterday!
196,2012-05-16T17:00:00,increase,0.11,I'm surprised Walmart didn't call the police on us .. 😳
197,2012-05-16T17:00:00,increase,0.11,Saw that hoe at Walmart &amp;&amp; almost made that bitch loose her job ...
198,2012-05-16T17:00:00,increase,0.11,@AmandaGog omg are you serious?????!!!!! God!!!!! I have to look under cars and isles at walmart now!?!?!?!?!
199,2012-05-16T17:00:00,increase,0.11,“@Meg_NO_Griffin: Guess I'll get up and cook some breakfast but first I need to go to Walmart!”aye gone head and make them cheese eggs tho
200,2017-10-06T17:00:00,increase,0.1,Calling all prayer warriors... I’m going to Walmart. #prayforangela
201,2017-10-06T17:00:00,increase,0.1,So that was great as well as finding $20 in Walmart this week as well ❤️
202,2017-10-06T17:00:00,increase,0.1,"RT @APBusiness: BREAKING: AP Investigation: Americans buying salmon at Walmart, ALDI may have subsidized North Korea as it builds nukes pro…"
203,2017-10-06T17:00:00,increase,0.1,@FunkoPopTherapy @Walmart We all get the error
204,2017-10-06T17:00:00,increase,0.1,"@trekkieb47 What the hell walmart, I've been waiting to order this and this is what happens?"
205,2017-10-06T17:00:00,increase,0.1,"RT @APBusiness: BREAKING: AP Investigation: Americans buying salmon at Walmart, ALDI may have subsidized North Korea as it builds nukes pro…"
206,2017-10-06T17:00:00,increase,0.1,@Walmart what's wrong with the Nycc Pop Checkout?
207,2017-10-06T17:00:00,increase,0.1,"RT @APBusiness: BREAKING: AP Investigation: Americans buying salmon at Walmart, ALDI may have subsidized North Korea as it builds nukes pro…"
208,2017-10-06T17:00:00,increase,0.1,"RT @APBusiness: BREAKING: AP Investigation: Americans buying salmon at Walmart, ALDI may have subsidized North Korea as it builds nukes pro…"
209,2017-10-06T17:00:00,increase,0.1,Some say that @AIDSHealthcare is now “the Koch brothers of public health” &amp; “Walmart of HIV” #LTaS17
210,2017-10-06T17:00:00,increase,0.1,"Winnipeg people, I just walked into the walmart by my work, and two of the older male employees were watching jimins serendipity, and-"
211,2017-10-06T17:00:00,increase,0.1,@Walmart please fix your green ranger zip code checkout glitch. no one can check out cuz it says it won't ship to a certain zipcode
212,2017-10-06T17:00:00,increase,0.1,"@VickieLu70 Years ago Walmart sucked people in by claiming to offer most products ""made in America"" They used tha… https://t.co/zq3yWuN5P4"
213,2017-10-06T17:00:00,increase,0.1,Never buying cat litter at Walmart again.
214,2017-10-06T17:00:00,increase,0.1,PARENTSSSS !!!! Walmart layaway is opennnnn legtttt get it lol
215,2017-10-06T17:00:00,increase,0.1,My mom: Buy this no name tv because the guy at WalMart said it's good. Also my mom: I've had 3 tvs in 2 years. Why do they keep breaking!?
216,2017-10-06T17:00:00,increase,0.1,@sarahjackm @Walmart Email me at ree@thepioneerwoman.com and I'll get this taken care of for you!
217,2017-10-06T17:00:00,increase,0.1,I love Walmart with all my heart
218,2017-10-06T17:00:00,increase,0.1,Gas station bathrooms scare me more than Walmart
219,2017-10-06T17:00:00,increase,0.1,@ThomasDBradley @Walmart @WWERollins @WWEDemonDiva @nodqdotcom @TheFansPodcast Early release?
220,2017-10-06T17:00:00,increase,0.1,"@janschakowsky It cost 10 dollars at Walmart, generic brand."
