id,date,class,percent,text
23,2008-10-15T17:00:00,increase,0.15,they twist their words... she is blatantly lying... like saying obama supported that energy bill giving tax cuts to exxon mobil
24,2008-10-15T17:00:00,increase,0.15,Anyone know how many Americans are employed by Exxon/Mobil?
25,2008-10-15T17:00:00,increase,0.15,"Ah now we get to the energy crisis.  Windfall profits tax!  Suck it, Exxon Mobil!"
26,2008-10-15T17:00:00,increase,0.15,Why would you give additional tax breaks to Exxon Mobil? #vpdebate #current #debate08
27,2008-10-15T17:00:00,increase,0.15,It's hard to defend Exxon Mobil. Poor Palin #current
28,2008-10-15T17:00:00,increase,0.15,exxon-mobil....bless their hearts!
29,2008-10-15T17:00:00,increase,0.15,Does exxon mobil have a monopoly?  trying to understand why it's so maligned.
30,2008-10-15T17:00:00,increase,0.15,Obama voted for tax breaks for Exxon Mobil
31,2008-10-15T17:00:00,increase,0.15,"Is Exxon Mobil liberal code word for evil? Wonder how they get around...probably Citgo, bunch of antiAmericans #litf08 #vpdebate"
32,2008-10-15T17:00:00,increase,0.15,feels sorry for Exxon Mobil that they will only make 92 million dollars profit in the 2nd quarter next year instead of the 96 they made.
33,2008-10-15T17:00:00,increase,0.15,Glad he keeps bringing up the devil Exxon/Mobil.
34,2008-10-15T17:00:00,increase,0.15,WORD UP FOR EXXON/MOBIL! Ahem. Excuse me.
35,2008-10-15T17:00:00,increase,0.15,Fairness = Socialism. And who the hell said anything about Exxon Mobil?
36,2008-10-15T17:00:00,increase,0.15,Exxon Mobil. Woot! Hit 'em low Joe!
37,2008-10-15T17:00:00,increase,0.15,"Today in UpDown,   the only thing making me money is Exxon Mobil.  -78k in AAPL stock.  Stupid apple.  :("
38,2008-10-15T17:00:00,increase,0.15,"To put things into perspective, bailout amount is just 1.6 billion more than 2007 revenues of WalMart and Exxon Mobil"
39,2008-10-15T17:00:00,increase,0.15,The Exxon-Mobil mention as a sponsor (?) during the CNN post-debate coverage made me LOL
40,2008-10-15T17:00:00,increase,0.15,Did you know that on CNN today's debate is sponsored by EXXON-MOBIL? #TWEETDEBATE
41,2008-10-15T17:00:00,increase,0.15,Also Phillip Morris and Exxon-Mobil
42,2008-10-15T17:00:00,increase,0.15,Did you know that on CNN today's debate is sponsored by EXXON-MOBIL? #current
43,2008-10-15T17:00:00,increase,0.15,"Here is a shock: Last quarter, Exxon Mobil posted the highest profits of any corporation in U.S. history - $11.68 billion."
44,2008-10-15T17:00:00,increase,0.15,up late writing again. why don't we nationalize EXXON MOBIL?
45,2008-10-15T17:00:00,increase,0.15,"Looks like Exxon Mobil has prevailed upon Twitter to remove ""Janet"" aka @ExxonMobilCorp All updates gone."
46,2008-10-15T17:00:00,increase,0.15,Is there anything more american than the 7th inning stretch sponsored by exxon mobil?
47,2008-10-15T17:00:00,increase,0.15,"When Exxon-Mobil pays 28% of its gross receipts to gov't I will acknowledge they are taxed. what they do pay, they pass on to me. I pay it."
48,2008-11-20T17:00:00,increase,0.15,You'd think sitting in on an Exxon-Mobil meeting would be more interesting.
49,2008-11-20T17:00:00,increase,0.15,"Maybe Ford, GM & Chrysler should ask Chevron and Exxon/Mobil for the $.  Fill 'er up!"
50,2008-11-20T17:00:00,increase,0.15,"A co-worker had a good idea: ""Have the Oil companies bail out the Car industry""  I mean come on throw em a bone Exxon Mobil"
51,2008-11-20T17:00:00,increase,0.15,"@johnreese The biggest joke was exxon/mobil today saying ""It'll be tough but we'll weather the storm"" After historic $11b profits. Asses."
52,2008-11-20T17:00:00,increase,0.15,@johnreese I think we all knew what it was when Mobil Exxon was reporting their biggest gains in history back in 2004. $1.78 down the street
53,2008-11-20T17:00:00,increase,0.15,"@2simple just read that if Exxon Mobil's revenue was stacked against a country's GDP, it would be the 26th largest economy"
54,2008-11-20T17:00:00,increase,0.15,Alaska denies Exxon Mobil's request for Point Thomson ice road
55,2008-11-20T17:00:00,increase,0.15,Bad Economy: Exxon Mobil just laid off 25 senators
56,2008-11-20T17:00:00,increase,0.15,A little early to a exxon/mobil training session in Redlands (buttfuck nowhere!). Thank jebus for monster energy drinks
57,2008-11-20T17:00:00,increase,0.15,"""The economy is so bad, Exxon Mobil had to lay off 20 Congressmen today, that's how bad it is!"" - Leno  haha"
58,2008-11-20T17:00:00,increase,0.15,@StFarmer but how to search for every Exxon Mobil between here and Oklahoma City?
59,2008-11-20T17:00:00,increase,0.15,? from coworker: How to find all Exxon Mobil stations between here and Oklahoma city. Anyone know?
60,2008-11-20T17:00:00,increase,0.15,Working on a blog post about our partners. Starting with Exxon Mobil
61,2008-11-20T17:00:00,increase,0.15,FU Joe the Plumber!!! Yeah I want part of Exxon Mobil's CEO's $...he doesn't deserve it.
62,2008-11-20T17:00:00,increase,0.15,"@obamaforpres Exxon Mobil just paid the largest tax payment ever! But you don't read much about that, huh?"
63,2008-11-20T17:00:00,increase,0.15,Exxon Mobil commercial during presidential election coverage.  DRILL BABY DRILL!!!!
64,2008-11-20T17:00:00,increase,0.15,"So all the election ads have been replaced by Exxon/mobil ads justifying their obscene profits, lovely."
65,2008-11-20T17:00:00,increase,0.15,i just saw a very good commerical by exxon mobil.. they were very good at showing what they do with their high profits
66,2008-11-20T17:00:00,increase,0.15,Say what you will about oil corporations. All I know is Exxon Mobil made a profit of $14.83 billion in three months.
67,2008-11-20T17:00:00,increase,0.15,"Can we just get exxon mobil to bail out aig, Baer stearns, etc?"
68,2008-11-20T17:00:00,increase,0.15,"@CaptainEcon Exxon Mobil CAN'T figure it out. They pay discredited junk scientists to promote their ""Global Warming doesn't exist"" BS. OBAMA"
69,2008-11-20T17:00:00,increase,0.15,2.59 gas! Yay! Take that exxon mobil!
70,2008-11-20T17:00:00,increase,0.15,PLEASE some McCain supporter argue for giving tax breaks to Exxon Mobil. i DARE you.
71,2008-11-20T17:00:00,increase,0.15,@flargh We're still being screwed. Exxon/Mobil had a record quarter with nearly $16 BILLION in profit. Fight the (fossil fuel) power!
72,2008-11-20T17:00:00,increase,0.15,"@jefferytate  I only go to Mobil, Exxon, Amoco and BP; they're usually a bit more.  Seeing any good prices at those stations?"
73,2008-11-20T17:00:00,increase,0.15,tax cuts by bush while exxon mobil just reported 14.8 BILLION in profits they already get 4 bill a year in bush cuts mcsame will do the same
74,2008-11-20T17:00:00,increase,0.15,I need to invest in exxon/mobil~  Why haven't I done this already...
75,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil (OIL!) said its third-quarter net profit was $14.83 billion, or $2.86 per share, up from $9.41 billion, or $1.70, a year ago."
76,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil said its third-quarter net profit was $14.83 billion, or $2.86 per share, up from $9.41 b, or $1.70, a year ago. No New Profits?"
77,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil said its third-quarter net profit was $14.83 billion, or $2.86 per share, up from $9.41 billion, or $1.70, a year earlier."
78,2008-11-20T17:00:00,increase,0.15,"OH: ""CNN election night coverage, sponsored by Exxon/Mobil."" WTF?"
79,2008-11-20T17:00:00,increase,0.15,"@ElijahHardin @joemorel @hkarthik Exxon Mobil also paid record breaking taxes, but that doesn't ever make the news..."
80,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil just posted the most record breaking profits in history.  They should be the ones bailing out the banks, not the taxpayers."
81,2008-11-20T17:00:00,increase,0.15,He will probably say Exxon Mobil. And let&#039;s not forget it cost a week’s paycheck to fill most gas tanks last summer. “Shameless
82,2008-11-20T17:00:00,increase,0.15,Record profits for Exxon Mobil this quarter...I think they need more tax breaks
83,2008-11-20T17:00:00,increase,0.15,Snap. Just mentioned today's exxon mobil profits.
84,2008-11-20T17:00:00,increase,0.15,In the news today: Goggle buys a fighter jet and Exxon Mobil makes $14.83 billion in the last three months.
85,2008-11-20T17:00:00,increase,0.15,@j_wagner to put it in perspective Exxon/Mobil made $1900/second last quarter. Just heard that tidbit on the news.
86,2008-11-20T17:00:00,increase,0.15,Wanna know where the money you paid for high gas prices went?  to Exxon-Mobil!!
87,2008-11-20T17:00:00,increase,0.15,"$11.68 billion, the richest-ever quarter reported by a private corporation: Exxon Mobil. Now spreading the wealth doesn't sound so bad."
88,2008-11-20T17:00:00,increase,0.15,"Disgusting headline, ""Exxon Mobil breaks record with $14.8 billion profit"". Someone explain to me how that's not just wrong."
89,2008-11-20T17:00:00,increase,0.15,Exxon-Mobil posts record $15b profit for last qtr.  GM/Chrysler looking for $5b gov't bailout.  Maybe it's time for big oil to give back.
90,2008-11-20T17:00:00,increase,0.15,"@DaveJMatthews hmmm, nice, Exxon Mobil breaks record profits. Wonder why??"
91,2008-11-20T17:00:00,increase,0.15,"""Exxon Mobil breaks profit record"" keeps popping up in feedreader. How many times do we have to hear we're being screwed in one day?"
92,2008-11-20T17:00:00,increase,0.15,Exxon Mobil makes me so sick.
93,2008-11-20T17:00:00,increase,0.15,Congratulations Exxon-Mobil on your record breaking profits.
94,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil broke its own quarterly profit record amid the summer’s unprecedented oil prices, raking in 58 percent more than a year ago."
95,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil headline, record 3Q profit. Use to work for Exxon Mobil as a contractor and was let go for internal budget cut reasons"
96,2008-11-20T17:00:00,increase,0.15,"How is it that Exxon Mobil third-quarter net tops $10 billion yet, the entire country is in a deficit-  Hey Exxon, Can we borrow some money?"
97,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil breaks profit record. Again. No bad news for them, huh?"
98,2008-11-20T17:00:00,increase,0.15,The money figure is how much money exxon mobil makes....every second and ill explain about being a sell out later...in private
99,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil breaks profit record, earns $14.8 billion"
100,2008-11-20T17:00:00,increase,0.15,"Don't worry, Exxon Mobil is fine: $14.83 billion profit"
101,2008-11-20T17:00:00,increase,0.15,Exxon Mobil: Biggest profit in U.S. history
102,2008-11-20T17:00:00,increase,0.15,@ondeadline: Exxon Mobil makes record $14.38B in 3Q. And with McCain's proposed tax breaks to oil companies would be how much....?
103,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil reported a $14.8 billion quarterly profit, its largest ever, boosted by a one-time gain on revenue of $137.74 billion...*cough*"
104,2008-11-20T17:00:00,increase,0.15,All the Exxon Mobil kids who asked for a pony for Christmas are gonna get a ranch to go with it! Yippeee!
105,2008-11-20T17:00:00,increase,0.15,Exxon Mobil pays $4114 in taxes per second
106,2008-11-20T17:00:00,increase,0.15,RT @valdiskrebs RT @cnn Exxon Mobil breaks profit record-earns $14.8 billion...maybe they should bail us out + we become U.S. of Exxon--USE!
107,2008-11-20T17:00:00,increase,0.15,The taxes from Exxon Mobil alone can pay off the $700 bill bailout in 17.5 years
108,2008-11-20T17:00:00,increase,0.15,"While U.S. economy shrank in 3rd quarter w/drops in GDP & spending, Exxon Mobil breaks quarter profit record=$14.8 bn (via @digitalsista)"
109,2008-11-20T17:00:00,increase,0.15,Exxon Mobil reports record profits again-But profit is before expenses - Exxon Mobil also pays the most in taxes-
110,2008-11-20T17:00:00,increase,0.15,While Exxon Mobil was busy making a 13.4 billion dollar profit the past 3 months what has your lazy ass been doing?
111,2008-11-20T17:00:00,increase,0.15,"economy in the dumper and Exxon Mobil reposts ""biggest proft in US history"" - 3rd quarter net profit 14.83 billion. Calling Marie Antoinette"
112,2008-11-20T17:00:00,increase,0.15,Exxon Mobil posts biggest US quarterly profit ever
113,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil post biggest quarter profit ever, $14.83 Billion during a recession.  Your deepest suspicions are confirmed."
114,2008-11-20T17:00:00,increase,0.15,"""Exxon Mobil breaks profit record"". That kind of pisses me off, actually."
115,2008-11-20T17:00:00,increase,0.15,"@jakrose Exxon Mobil paid more than $30 billion in taxes in the U.S. last year. Yes, damn them to hell."
116,2008-11-20T17:00:00,increase,0.15,Good for Exxon Mobil! Working its ass off + assuming tons of risk so you + I can get gas  whenever we need it. I appreciate them.
117,2008-11-20T17:00:00,increase,0.15,@Pistachio Sigh. Exxon Mobil has a 6% profit margin. That's far lower than most companies. Not greedy.
118,2008-11-20T17:00:00,increase,0.15,Shameless greed: Exxon Mobil made its highest profits ever? Nice. Especially as inflated energy prices disproportionately screw the poor.
119,2008-11-20T17:00:00,increase,0.15,"Trckledn@twerk / CNN Money: Exxon-Mobil's quarter shows ""biggest profit in U.S. history"" ... See? The economy is doing GREAT. Silly liberals"
120,2008-11-20T17:00:00,increase,0.15,"""Exxon Mobil Corp. set a quarterly profit record for a U.S. company Thursday, surging past analyst estimates.""   I'm shocked!"
121,2008-11-20T17:00:00,increase,0.15,"and I want to know why Americans aren't pissed off at this headline:""Exxon Mobil Profits Break Record"""
122,2008-11-20T17:00:00,increase,0.15,Exxon Mobil posts biggest US quarterly profit ever (AP). got to be to kidding me.
123,2008-11-20T17:00:00,increase,0.15,"Amid of forest of falls & drops, Exxon Mobil reported a 58% increase in profit."
124,2008-11-20T17:00:00,increase,0.15,Exxon Mobil posts a $14.83 billion profit in the 3rd quarter. Yes in the QUARTER.  I wonder what their tax rate is.
125,2008-11-20T17:00:00,increase,0.15,Exxon Mobil recorded total revenue for the third quarter of $137.7 billion. So much $$ what do they do with it? hmm
126,2008-11-20T17:00:00,increase,0.15,"Oil crisis is good news for some people - Exxon Mobil made a profit of $14.83bn (£8.97bn) between July and September,up 58% on last year."
127,2008-11-20T17:00:00,increase,0.15,"Just saw a headline: ""Exxon Mobil breaks record with $14.8 billion profit"" - thoughts? @kworthington me"
128,2008-11-20T17:00:00,increase,0.15,"@yesbailey wonder which presidential candidate exxon mobil...oh, never mind."
129,2008-11-20T17:00:00,increase,0.15,Congrats to Exxon Mobil for not needing an economic bailout!
130,2008-11-20T17:00:00,increase,0.15,"The energy sector should be a focal point today following Exxon Mobil Corp.’s quarterly earnings figure, which topped the forecast."
131,2008-11-20T17:00:00,increase,0.15,o that's nice. exxon mobil made 14.8 BILLION last quarter.
132,2008-11-20T17:00:00,increase,0.15,exxon mobil record profits? wouldn't it be nice if they could share some of that with the people they are screwing over?
133,2008-11-20T17:00:00,increase,0.15,"Exxon Mobil breaks profit record, earns $14.8 billion - good for them! while the rest of us are ""relieved"" by $2.59 9/10 a gallon..."
134,2008-11-20T17:00:00,increase,0.15,"AP: Exxon Mobil Corp. sets quarterly profit record for U.S corporations at $14.83bn ""we're not screwing you, it's an open market"" my arse"
135,2008-11-20T17:00:00,increase,0.15,"The US economy shrank, but Exxon Mobil broke its own profit record... interesting..."
136,2008-11-20T17:00:00,increase,0.15,News: Exxon Mobil earns $14.83 billion in the 3rd quarter. Every time I fill my gas tank I also pay my rent as I now have to live in my car!
137,2008-11-20T17:00:00,increase,0.15,Exxon Mobil made $14.8 billion last quarter in net profit with revenues close to $138 billion - even after two hurricanes slowed them down!
138,2008-11-20T17:00:00,increase,0.15,Exxon Mobil breaks another profit record...they made 14.8 Billion this quarter...see this is why we have to vote people
139,2008-11-20T17:00:00,increase,0.15,"The stock market is screwed up, Exxon Mobil announces most profitable quarter in US history, and in an up market day they're down, WTF?"
140,2008-11-20T17:00:00,increase,0.15,"""Exxon Mobil posts biggest US quarterly profit ever"" ... hope it trickles down to hubby, who works for a company that does PR for them!"
141,2008-11-20T17:00:00,increase,0.15,Nothing like an ice cold shower to start the day right. So happy to hear that Exxon Mobil has set another profit record. Great news
142,2008-11-20T17:00:00,increase,0.15,"Fuming about prop 10 in light of $14.8B quarterly profit posted by Exxon Mobil. Subsidies, spending, bureaucrats make it a royal mess!"
143,2008-11-20T17:00:00,increase,0.15,Exxon Mobil: Biggest profit in U.S. history - IE: They been raking us over the coals this summer?
144,2008-11-20T17:00:00,increase,0.15,"Crazy: RT @RobertP: Things are bad? Exxon Mobil breaks profit record, earns $14.8 billion. While folks have to chose between gas/food ht ..."
145,2008-11-20T17:00:00,increase,0.15,"So, the day 3Q GDP numbers will be announced (and will probably be down), Exxon Mobil posts a $14.8bil profit.  That doesn't look good."
146,2008-11-20T17:00:00,increase,0.15,Oil prices drop 80 bucks in the last quarter and Exxon-Mobil posts the largest profit ever recorded by a US corporation. What's going on?
147,2008-11-20T17:00:00,increase,0.15,"exxon mobil reports $14.8 billion in profit. um, hi, can i have just a few thousand?  no one will notice!!"
148,2009-03-05T17:00:00,increase,0.1,@linuxluver Do you know Exxon Mobil's tax return stands 6 feet tall and costs 30 million dollars to figure?
149,2009-03-05T17:00:00,increase,0.1,"Fish should never be cooked in butter. Fish should be cooked in its natural oils - Texaco, Mobil, Exxon - Drill Here Drill Now!  #tcot"
150,2009-03-05T17:00:00,increase,0.1,is looking for a media job in Atlanta. And wondering why Exxon Mobil isnt bailing out the banks?
151,2009-03-05T17:00:00,increase,0.1,All Twits Boycott Exxon/Mobil 4/1/09.  Keep gas prices down!
152,2009-03-05T17:00:00,increase,0.1,RT @irregular is disgusted to see the corporate sponsorship of PBS program NOVA by Exxon-Mobil. How can we expect real environmental  1/2
153,2009-03-05T17:00:00,increase,0.1,is disgusted to see the corporate sponsorship of PBS program NOVA by Exxon-Mobil. How can we expect real environmental info form them?
154,2009-03-05T17:00:00,increase,0.1,Keep the gas prices down...tweet-wide boycott on Exxon-Mobil 4/1/09
155,2009-03-05T17:00:00,increase,0.1,"noticed exxon mobil ad featuring stat mech eqns, boltzmann distn while passing thru aa's hallway w/ 50+ ft of microsoft ads (ugh!) at jfk"
156,2009-03-05T17:00:00,increase,0.1,"is skeptical of Roy Spencer, who turns out to have worked with orgs funded by Exxon-Mobil, and mixes his Creationist religion and science"
157,2009-03-05T17:00:00,increase,0.1,"RT @crocodyl: Amerada Hess, Exxon Mobil, and Marathon Oil made questionable payments to members of the Equatorial Guinea ruling elite."
158,2009-03-05T17:00:00,increase,0.1,Exxon Mobil platform in Southern California leaking oil into ocean....that's just great
159,2009-03-05T17:00:00,increase,0.1,Federal and state officials today were investigating the source of an oil spill at an Exxon Mobil platform in the Santa Barbara Channel.
160,2009-03-05T17:00:00,increase,0.1,Should we be happy for Irving-based Exxon Mobil?
161,2009-03-05T17:00:00,increase,0.1,"""Exxon Mobil didn't have to lobby the White House, Exxon Mobil was the White House"" - Mike Tidwell"
162,2009-03-05T17:00:00,increase,0.1,"@Shuster1600 @davidgregory You guys should rib Chris Matthews since The Hardball Award is ""brought to you by Exxon Mobil"""
163,2009-03-05T17:00:00,increase,0.1,Federal and state officials say they are investigating an oil spill at an Exxon Mobil platform in California's Santa Barbara Channel.
164,2009-03-05T17:00:00,increase,0.1,"Exxon Mobil announced that its average oil output has fallen by 614,000 barrels per day in 2008."
165,2009-03-05T17:00:00,increase,0.1,At Exxon Mobil ceo talk.  George schultz in the hizzouse.
166,2009-03-05T17:00:00,increase,0.1,"Going to hear lecture by Rex W. Tillerson, CEO of Exxon Mobil on addressing global energy & enviro challenges. This oughta be good."
167,2009-03-05T17:00:00,increase,0.1,"just finished research for my article on the Exxon-Mobil event @ FIU. Now sleep, so I can do my 2,000 word paper tomorrow."
168,2009-03-05T17:00:00,increase,0.1,Whoop thank you exxon mobil for free money
169,2009-03-05T17:00:00,increase,0.1,Oil at 36/bbl - oh ya reason for gas price inc in Kelowna - Exxon Mobil  $10.89 billion profit in the 1st three months  2008.  Want more $$
170,2009-03-05T17:00:00,increase,0.1,"is celebrating with Exxon Mobil relocation client - townhouse in McLean is under contract, settles first part of March!"
171,2009-03-05T17:00:00,increase,0.1,"@Wordpuddles I've been wondering that too. Exxon/Mobil has to keep racking up those record profits, I guess. :-("
172,2009-03-05T17:00:00,increase,0.1,Looks like MSN email is also used by Exxon. I just have to claim my $3 million prize from the Rev. @ Exxon Mobil. ;)
173,2009-03-05T17:00:00,increase,0.1,"Rex W. Tillerson, Chairman and CEO, Exxon Mobil Corporation, is coming to Stanford on February 17!"
174,2009-03-05T17:00:00,increase,0.1,"Mike Milken:  Microsoft, ADP, Exxon-Mobil J&J GE and Pfizer are the only 6 AAA-rated companies in the US (and 2 of those are about to drop)"
175,2009-03-05T17:00:00,increase,0.1,"Closed unused credit cards - Exxon Mobil Cirrus and Toys ""R"" Us Visa - keep life simple."
176,2009-03-05T17:00:00,increase,0.1,"It's for Exxon-Mobil, for which the nearest station is almost 100 miles away."
177,2009-03-05T17:00:00,increase,0.1,Exxon Mobil and other oil companies say a big thank you to the banks for being so messed up.
178,2009-03-05T17:00:00,increase,0.1,selling off EXXON MOBIL CORP
179,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
180,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
181,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
182,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
183,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
184,2009-03-05T17:00:00,increase,0.1,Acquisition	Mobil	company_beingacquired	Exxon	company_acquirer
185,2011-07-26T17:00:00,decrease,-0.12,"RT @pdjmoo: RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion profit, paid no federal income taxes, received a $156 million reba ..."
186,2011-07-26T17:00:00,decrease,-0.12,"RT @pdjmoo: RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion profit, paid no federal income taxes, received a $156 million reba ..."
187,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion profit, paid no federal income taxes, received a $156 million rebate from the IRS"
188,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
189,2011-07-26T17:00:00,decrease,-0.12,"@JPBarlow: #FuckYouWashington ""In 2009, Exxon Mobil made $19 billion, paid no fed income taxes&received a $156 million rebate from the IRS."""
190,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
191,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
192,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
193,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
194,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
195,2011-07-26T17:00:00,decrease,-0.12,"“@SenatorSanders: In 2009, Exxon Mobil made $19B in profits, paid no federal income taxes & received a $156M rebate from IRS"" #kleptocracy"
196,2011-07-26T17:00:00,decrease,-0.12,"RT @greenhousenyt: In case u missed this: Koch Brothers, Exxon Mobil Among Those Helping ALEC Legisltive Council Write State Laws http:/ ..."
197,2011-07-26T17:00:00,decrease,-0.12,RT @InjusticeFacts: Exxon Mobil makes its profit by ripping oil out of our Earth and then selling it back to us as if the Earth belongs  ...
198,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
199,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
200,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
201,2011-07-26T17:00:00,decrease,-0.12,"RT @JPBarlow: #FuckYouWashington - ""In 2009, Exxon Mobil made $19 billion, paid no federal income taxes and received a $156 million reba ..."
202,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
203,2011-07-26T17:00:00,decrease,-0.12,RT @InjusticeFacts: Exxon Mobil makes its profit by ripping oil out of our Earth and then selling it back to us as if the Earth belongs  ...
204,2011-07-26T17:00:00,decrease,-0.12,"Apple is on course to become the most valuable company on the planet, surpassing oil giant Exxon Mobil."
205,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
206,2011-07-26T17:00:00,decrease,-0.12,"RT @SenatorSanders: In 2009, Exxon Mobil made $19 billion in profits, paid no federal income taxes and received a $156 million rebate fr ..."
