id,date,class,percent,text
35,2013-05-08T17:00:00,increase,0.65,RT @adamnash: I just saw 4 kids get out of Tesla Model S for drop off.  It was modified with two jump seats in the back to seat 7 total.
36,2013-05-08T17:00:00,increase,0.65,#sdge #energyshowcase What an awesome morning at the Energy Showcase...Check out the Alt Fuel Vehicles...#tesla
37,2013-05-08T17:00:00,increase,0.65,I just saw 4 kids get out of Tesla Model S for drop off.  It was modified with two jump seats in the back to seat 7 total.
38,2013-05-08T17:00:00,increase,0.65,Tesla CEO Talking With Google About ‘Autopilot’ Systems
39,2013-05-08T17:00:00,increase,0.65,When it comes to wireless power. Wtf have we been doing since Nikola Tesla died??
40,2013-05-08T17:00:00,increase,0.65,@GroovyBruce thank you Nikola Tesla and the electricity you shot out your hands
41,2013-05-08T17:00:00,increase,0.65,Tesla technology is anathema to the oil companies - guess why it's been sat on all this time @Kevin_P_Wright @der_bluthund
42,2013-05-08T17:00:00,increase,0.65,@Flaninacupboard @AmazingChevVolt oh u didn't know Ive been making BMS battery packs and conversions before 2008 then I worked for tesla
43,2013-05-08T17:00:00,increase,0.65,RT @jennannecarter: Thx Shout Out! @exploreB2B @SebastianMourra @BoKnowsMarkting @Kyle_Gosselin @SimplyHired @Tesla_Prime @online_inquirer …
44,2013-05-08T17:00:00,increase,0.65,@AmazingChevVolt @Flaninacupboard LOL I make #ev and worked for #tesla I love #evs all of u miss understand what I'm talking about
45,2013-05-08T17:00:00,increase,0.65,@Flaninacupboard strange how #tesla released the other day the roadster would have 65% after 5 years #ev
46,2013-05-08T17:00:00,increase,0.65,RT @Star_Fawkes: There's an Alternate Reality where the Rothschild Family is Replaced with Nikola Tesla's. Ponder where we'd be at.
47,2013-05-08T17:00:00,increase,0.65,making tons of fake money betting Tesla motor's short squeeze!
48,2013-05-08T17:00:00,increase,0.65,@AlyciaBeutler interested in the tesla for now...
49,2013-05-08T17:00:00,increase,0.65,Thx Shout Out! @exploreB2B @SebastianMourra @BoKnowsMarkting @Kyle_Gosselin @SimplyHired @Tesla_Prime @online_inquirer @SocialMediaLond
50,2013-05-08T17:00:00,increase,0.65,"$TSLA Possible pullback on a ""buy-the-rumor-sell-the-news"" type phenomenon, if/when Tesla reports its Q1 profit."
51,2013-05-08T17:00:00,increase,0.65,@Flaninacupboard LOOK at the data sheet for Panasonic cell #tesla use
52,2013-05-08T17:00:00,increase,0.65,RT @PsyMaastricht: Faculty news: Delivery of 9.4 Tesla MRI scanner finishing touch for Brains Unlimited Scanner Lab: The first tw... http:/…
53,2013-05-08T17:00:00,increase,0.65,"Stocks to Watch: AOL, Tesla are Wednesday’s stocks to watch  #stocks"
54,2013-05-08T17:00:00,increase,0.65,Tesla CEO is talking with Google about autopilot systems - are the public ready?
55,2013-05-08T17:00:00,increase,0.65,@Flaninacupboard what about loss from leaving the car unpluged overnight they consume loads #ev pumping coolant around crap cells #tesla
56,2013-05-08T17:00:00,increase,0.65,If someone wanted to buy me a tesla I'd be okay with that..
57,2013-05-08T17:00:00,increase,0.65,RT @EllenThommesen: RT @COSHistory At his #COS lab Tesla produced artificial lightning. Thunder from released energy heard in Cripple Creek.
58,2013-05-08T17:00:00,increase,0.65,@saucersource The 1912 #Titanic sinking lost #Tesla many investors and friends so just imagine how they would have changed the #world
59,2013-05-08T17:00:00,increase,0.65,@saucersource Making announcements every year till 1940 #Tesla was quite busy. Perhaps raided in Jan 1943 with his work locked up by the FBI
60,2013-05-08T17:00:00,increase,0.65,@stardiverr Edison fought Tesla's idea for money reasons.Westinghouse partnered w/Tesla but then took all his patents.But much more involved
61,2013-05-08T17:00:00,increase,0.65,@saucersource In 1914 #Tesla sold technology to Germany and may have been under non disclosure or secret  development contracts.
62,2013-05-08T17:00:00,increase,0.65,@saucersource #Tesla said in 1915 his ship went 300 miles per second. By 1919   350 miles per hour was published which was also true.
63,2013-05-08T17:00:00,increase,0.65,"@saucersource By the time the #Tesla Tower 1917 was down, Tesla had already provided internal power for   his ship with a turbine."
64,2013-05-08T17:00:00,increase,0.65,"Edison played The GAME. Unfortunately, Tesla didn't."
65,2013-05-08T17:00:00,increase,0.65,"RT @milesokazaki: @PCorneliusMusic @darcyjamesargue I think that ""Brooklyn Babylon"" was actually a secret collaboration between Thad Jones …"
66,2013-05-08T17:00:00,increase,0.65,"“Life is and will ever remain an equation incapable of solution, but it contains certain known factors.” - Nikola Tesla, 1937"
67,2013-05-08T17:00:00,increase,0.65,"NY group buys Tesla property, plans science center  #7"
68,2013-05-08T17:00:00,increase,0.65,"""@FinancialJuice: For Tesla Motors $TSLA, GradientAnalystics has a 12 page negative piece on the Co. $$""&gt;&gt; Does anyone have access?  Tia!"
69,2013-05-08T17:00:00,increase,0.65,@Pipervalentine did you know if you rearrange and change some letters in tesla's name you get satan
70,2013-05-08T17:00:00,increase,0.65,Aww Tesla was lookin for a nigga..
71,2013-05-08T17:00:00,increase,0.65,"I achieved stage 2 in the ""Tesla Man"" achievement #FoundHD #BigFishGames #ElephantGames #iPadGames"
72,2013-05-08T17:00:00,increase,0.65,@Tesla_The_Band Dallas show at HOB just announced...cant wait till June!!! ✌✌✌#teslafantillidie
73,2013-05-08T17:00:00,increase,0.65,@zshahan3 Is it possible to find out how many new Tesla Model S EV's have been registered in California in April 2013? Or any other EV?Reply
74,2013-05-08T17:00:00,increase,0.65,Any thoughts out there regarding #Tesla #TSLA as an investment opportunity?  Thinking that or upping stake in #Amazon #AMZN.  Hmm.
75,2013-05-08T17:00:00,increase,0.65,Gross Margins And Model S Sales Will Drive Tesla Results:
76,2013-05-08T17:00:00,increase,0.65,"""One must be sane to think clearly, but one can think deeply and be quite insane."" — Nikola Tesla"
77,2013-05-08T17:00:00,increase,0.65,@tesla_white @_sheenaax2 your welcome Tesla!!!
78,2013-05-08T17:00:00,increase,0.65,"Stocks to Watch: AOL, Tesla are Wednesday’s stocks to watch"
79,2013-05-08T17:00:00,increase,0.65,"RT @elonmusk: Tesla priority is electrification of cars, so priority is Model S, Model X, then mass market third gen vehicle &amp; truck"
80,2013-05-08T17:00:00,increase,0.65,".@rainstormgb Which is why Leaf's in AZ/TX/CA all still have 100% capacity.....? Sorry Tesla fired you, but please stop trolling."
81,2013-05-08T17:00:00,increase,0.65,Tesla stock may be a bumpy ride today but come earnings this afternoon it will be a game changer
82,2013-05-08T17:00:00,increase,0.65,"Stocks to Watch: AOL, Tesla are Wednesday’s stocks to watch"
83,2013-05-08T17:00:00,increase,0.65,"""One must be sane to think clearly, but one can think deeply and be quite insane."" - Nikola Tesla"
84,2013-05-08T17:00:00,increase,0.65,Elon Musk: Autopilot for Tesla Cars Is Still 'A Few Years' Away via @Mashable
85,2013-05-08T17:00:00,increase,0.65,"“If you want to find the secrets of the universe, think in terms of energy, frequency and vibration.” ― Nikola Tesla"
86,2013-05-08T17:00:00,increase,0.65,@elonmusk  Hi Elon. Any chance of Tesla ever available in South Africa?
87,2013-05-08T17:00:00,increase,0.65,My heart sinks whenever I'm reminded that Nikola Tesla died alone.I would've loved to be his groupie.What I would give to be in his company.
88,2013-05-08T17:00:00,increase,0.65,Subscription business model for cars. Tesla?
89,2013-05-08T17:00:00,increase,0.65,"RT @milesokazaki: @PCorneliusMusic @darcyjamesargue I think that ""Brooklyn Babylon"" was actually a secret collaboration between Thad Jones …"
90,2013-05-08T17:00:00,increase,0.65,"Let's follow that kazoo march for Sir Alex with ""Goodbye Yellow Brick Road"" on tesla coils to send off the #Canucks for another spring."
91,2013-05-08T17:00:00,increase,0.65,"We need to pay attention to NC Senate Bill 327 as introduced,prohibit North Carolinians  from purchasing these electric vehicles from Tesla"
92,2013-05-08T17:00:00,increase,0.65,Northern Ireland is hosting this years G8 summit. Tesla Motors has turned a profit for the first time.
93,2013-05-08T17:00:00,increase,0.65,Tesla car in front of me 😍😍
94,2013-05-08T17:00:00,increase,0.65,"@PCorneliusMusic @darcyjamesargue I think that ""Brooklyn Babylon"" was actually a secret collaboration between Thad Jones and Nikola Tesla."
95,2013-05-08T17:00:00,increase,0.65,"@BabaTundeIdumu oh loool..cracking me up..courtesy..legends..legends worth paying courtesy to, hm leme see..Tesla, Einstein, Turing etc.."
96,2013-05-08T17:00:00,increase,0.65,@yomeich haha I just hope Ferrari decides to play chicken with Tesla
97,2013-05-08T17:00:00,increase,0.65,"@mikecassidy You spread #Tesla lies of hiring ""hundreds"" from #NummiThey hired only 20-25 ex-Nummi workers as of June 2012"
98,2013-05-08T17:00:00,increase,0.65,RT @MotherMuckraker #Tesla is the only auto maker selling in the US that doesn't report monthly sales figures.$TSLA
99,2013-05-08T17:00:00,increase,0.65,@mikeloukides: i'd be more surprised if it wasn't tesla
100,2010-11-02T17:00:00,increase,0.42,"RT @VegyPower: If you want to find the secrets of the Universe, think in terms of energy, frequency, vibration/Nikola Tesla RT @VicThor3 ..."
101,2010-11-02T17:00:00,increase,0.42,I've been in Tesla-mode all day. Talking out loud to myself in public without realizing it.
102,2010-11-02T17:00:00,increase,0.42,"@nic_tesla: people should base their decisions on a personal level,not because the media tells them to.that's what's wrong with the world."
103,2010-11-02T17:00:00,increase,0.42,@nic_tesla: I don't think it matters but media has such a huge influence on the public.
104,2010-11-02T17:00:00,increase,0.42,"If you want to find the secrets of the Universe, think in terms of energy, frequency, vibration/Nikola Tesla RT @VicThor33 @Qu1ZG1N0 @HPSelf"
105,2010-11-02T17:00:00,increase,0.42,omigosh ANOTHER Tesla Roadster... this time in my estate!
106,2010-11-02T17:00:00,increase,0.42,"""If you want to find the secrets of the Universe, think in terms of energy, frequency, vibration""~Nikola Tesla (@Qu1ZG1N0 @HPSelf @VegyPower"
107,2010-11-02T17:00:00,increase,0.42,RT @nic_tesla Fuck voting. You know we live in the Matrix right? &lt; Nigga excuse number 37
108,2010-11-02T17:00:00,increase,0.42,@J_Tesla WHERE IS THAT???? I MUST GO THERE NOW!!!!!
109,2010-11-02T17:00:00,increase,0.42,@stevapalooza Ha! Me and a friend once brainstormed a video game taking place during the Columbian Exposition. With future weapons by Tesla.
110,2010-11-02T17:00:00,increase,0.42,@J_Tesla Wait for it... @EpicJC hyperventilating in 3...2...1...
111,2010-11-02T17:00:00,increase,0.42,@JanTanis I Kid U Not...#Tesla Rules! :-)
112,2010-11-02T17:00:00,increase,0.42,"Have fun with that, you see what happened with Tesla right? Plus GM is doing most of the buying in this IPO RT @nsap: I'm buying into GM."
113,2010-11-02T17:00:00,increase,0.42,"@CorrinaLawson Play a video game for a review for your job? Damn, that must be almost as boring as driving cars like the Tesla for mine.. ;)"
114,2010-11-02T17:00:00,increase,0.42,.@J_Tesla invading @inugirl's twittah! :D
115,2010-11-02T17:00:00,increase,0.42,Tesla disproved human life with science #sixwordscifi @tordotcom
116,2010-11-02T17:00:00,increase,0.42,"""Be alone-that is the secret of invention: Be alone, that is when ideas are born."" - Nikola Tesla"
117,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 8:51:44 CDT on Tuesday, November 2nd, 2010."
118,2010-11-02T17:00:00,increase,0.42,Hoy amaneci cantando tesla girls... Weird...
119,2010-11-02T17:00:00,increase,0.42,Got regular access to 3-Tesla scanner for research purposes (inventing new algorithms). Weirdly enough it's underused.
120,2010-11-02T17:00:00,increase,0.42,RT @gracesahertian: Makan grateeesss at Sanade w/ @echa_tesla @ririecholid wohoo!
121,2010-11-02T17:00:00,increase,0.42,Tesla - What You Give
122,2010-11-02T17:00:00,increase,0.42,Still focused on acquiring my Tesla. Im beginning to wonder if am using this to fill the space left in my soul from my sisters death.
123,2010-11-02T17:00:00,increase,0.42,"Ooh, Tesla Roadster parked near the office. Never seen one in the flesh/carbon fibre compound before. Tiny, but Eco-speedy."
124,2010-11-02T17:00:00,increase,0.42,@designoutloud I would love to test drive a #Tesla. Hopefully the new factory will help them become the #Apple of auto.
125,2010-11-02T17:00:00,increase,0.42,Makan grateeesss at Sanade w/ @echa_tesla @ririecholid wohoo!
126,2010-11-02T17:00:00,increase,0.42,"Have you visited the Clean Energy Expo Asia Trade Fair? Watch out for the Tesla electric car, it's hot!"
127,2010-11-02T17:00:00,increase,0.42,"Worlds most powerful super computer built in China. : equipped with 14,336 Xeon X5 processors and 7,168 NVIDIA Tesla GPUs. #Tianhe-1A"
128,2010-11-02T17:00:00,increase,0.42,"Tesla Motors has unveiled its new Tesla Factory in Fremont, California, where the electric car company said it will be building its Mo..."
129,2010-11-02T17:00:00,increase,0.42,@J_Tesla Facebook is still worse. They have Farmville
130,2010-11-02T17:00:00,increase,0.42,@J_Tesla teen girls took over twitter a long time ago. It's a lost cause.
131,2010-11-02T17:00:00,increase,0.42,"“The present is theirs; the future, for which I have really worked, is mine."" - Tesla"
132,2010-11-02T17:00:00,increase,0.42,Will submit an update for Sleex and Tesla Tomorrow. Translation Bug will be fixed.
133,2010-11-02T17:00:00,increase,0.42,"MR VICE PRESIDENT GLENN BECK,PROMISE NEW JOBS BY THE RELEASE OF NEW TESLA ENERGY,NEW AUTOMOBILES THAT RUN OFF WATER,PROMISE NEW JOBS AREAS"
134,2010-11-02T17:00:00,increase,0.42,"Member Rich entered the Tesla Coils chat room at 3:33:52 CDT on Tuesday, November 2nd, 2010."
135,2010-11-02T17:00:00,increase,0.42,@kezzacakes The return of the Tesla Girl. Did you enjoy it?
136,2010-11-02T17:00:00,increase,0.42,@linesfade Oh Bond is just too close to Declan - he'd probably go all vamp and take Tesla out for a few vials...
137,2010-11-02T17:00:00,increase,0.42,"tesla, non-rambo, max the non-wild thing, and dax the finned one... thank you. last night was incredibly orienting as to where my inners are"
138,2010-11-02T17:00:00,increase,0.42,"If you want to find the secrets of the Universe, think in terms of energy, frequency, vibration. Nikola Tesla #quote"
139,2010-11-02T17:00:00,increase,0.42,"@caribbeanscot Oh, no doubt he was evil and stole ideas, but he was at least driven. How many people remember Tesla (no, not the band)?"
140,2010-11-02T17:00:00,increase,0.42,"Probably no sleep tonight but I'm doing lots of interesting reading for #thesis about Nikola Tesla... in space, energy *is* communication."
141,2010-11-02T17:00:00,increase,0.42,#NowPlaying Fire by Tesla Boy amazing 80's sound!!!
142,2010-11-02T17:00:00,increase,0.42,@aka_me Like Tesla's... prefer the saloon over the 2 seater though. #harkatme #notinmylifetime
143,2010-11-02T17:00:00,increase,0.42,"If you have work to do, do not, under any circumstance, play with the Tesla Toy app. It won't get done."
144,2010-11-02T17:00:00,increase,0.42,I'm staying across the highway from the new #Tesla factory. Would looooove to take a tour and test drive.
145,2010-11-02T17:00:00,increase,0.42,"btw, saw 2 chicks driving a sports car in Nishi-Azabu the other day.T'was a Tesla!Tesla using Red Bull strategy to up its game?"
146,2010-11-02T17:00:00,increase,0.42,Tesla - Modern Day Cowboy #totalmiddleschoolflashbacknight
147,2010-11-02T17:00:00,increase,0.42,"@dunz0 sweet, it's like a tesla bunny :D"
148,2010-11-02T17:00:00,increase,0.42,@alysssaysso HAHA. and it's the TESLA EPISODE. O.o #SCHEDULINGFAIL At least there's no DECLAN. (I HOPE)
149,2010-11-02T17:00:00,increase,0.42,OK NOW. I'm ready for wireless electricity. Someone go resurrect Tesla.
150,2010-11-02T17:00:00,increase,0.42,Tesla Toy is the greatest app to fuck wit when you smacked I swear..
151,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 10:48:19 CDT on Monday, November 1st, 2010."
152,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 10:46:29 CDT on Monday, November 1st, 2010."
153,2010-11-02T17:00:00,increase,0.42,"Outlined Tesla's Daughter, despite ugly dayjobbery and post-con ennui. Tomorrow will be better. #alternano"
154,2010-11-02T17:00:00,increase,0.42,"@litrock I read a book earlier this year (EMPIRES OF LIGHT) which touched on the Chicago World's Fair re: Edison, Westinghouse, and Tesla."
155,2010-11-02T17:00:00,increase,0.42,HP 's workstation uses Xeon and Tesla as part of their machines #hpwsw
156,2010-11-02T17:00:00,increase,0.42,"Member Matt entered the Tesla Coils chat room at 10:18:36 CDT on Monday, November 1st, 2010."
157,2010-11-02T17:00:00,increase,0.42,"@J_Tesla I'll get an asian chubby for ya, pal!"
158,2010-11-02T17:00:00,increase,0.42,@J_Tesla Follow him! &gt;&gt; @RealAchmed &lt;&lt;
159,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 9:55:41 CDT on Monday, November 1st, 2010."
160,2010-11-02T17:00:00,increase,0.42,"@AE_Tesla Sooooo, I think for now a jailbroken iPad is the best anyone can do."
161,2010-11-02T17:00:00,increase,0.42,"@AE_Tesla another thing is that Google has come right out and said Android is not optimized for Tablets, and Blackberry is ancient."
162,2010-11-02T17:00:00,increase,0.42,Ugh! Work is goin long and I need to feed tesla!
163,2010-11-02T17:00:00,increase,0.42,Tesla was the electric Jesus
164,2010-11-02T17:00:00,increase,0.42,Tesla was a way better boy today. *relief*
165,2010-11-02T17:00:00,increase,0.42,Always happy to attend #Pama @BullfrogAndBaum & Eben Freeman. A Wonderful spirit& Excellent event fueled by the Tesla of Mixology.
166,2010-11-02T17:00:00,increase,0.42,@chriscavs Are they showing the one where he electrocutes an elephant to try and defraud Tesla.
167,2010-11-02T17:00:00,increase,0.42,"today's visits: EA, Oracle, Protolab, VMware, HP, Tesla Motors, Nvidia, Microsoft and Computer History Museum. Tonight meeting with FIT."
168,2010-11-02T17:00:00,increase,0.42,"tesla said, ""guess what, mom! i want a brother!!"" my kid is awesome #ℒℴѵℯ"
169,2010-11-02T17:00:00,increase,0.42,"Garrett says: Aegis, Tesla, god not to mention that bitch called valencia baleri-...er. Valencia Superbia: says LOL"
170,2010-11-02T17:00:00,increase,0.42,"""it's a distress call..... from Nikola Tesla"" ... OMG so much fun ahead..... ! &lt;3 @Ryn90"
171,2010-11-02T17:00:00,increase,0.42,"Member StRyKeReYe entered the Tesla Coils chat room at 8:04:31 CDT on Monday, November 1st, 2010."
172,2010-11-02T17:00:00,increase,0.42,Tesla - Hang Tough #nowplaying
173,2010-11-02T17:00:00,increase,0.42,"Member Bart entered the Tesla Coils chat room at 7:45:13 CDT on Monday, November 1st, 2010."
174,2010-11-02T17:00:00,increase,0.42,"#nowplaying Love Song, Tesla #yay"
175,2010-11-02T17:00:00,increase,0.42,"@teslamenden, @towercycle What do you want for xmas Tesla?"
176,2010-11-02T17:00:00,increase,0.42,It'll be HOURS checking my Nissan's cooling circuit continuity. I'll pretend I'm searching for Tesla's secrets. Circuit diagram squiggles.
177,2010-11-02T17:00:00,increase,0.42,"Li-ion Motors INIZIO: all-electric supercar hitting 170 mph next year, all yours for $139k: Tesla, schmesla. This, friends, is the el..."
178,2010-11-02T17:00:00,increase,0.42,@bonnietsang haha. placed. places. scale. scalp. tesla! are these words too big for V? just remind the teacher that she's a smart girl ;)
179,2010-11-02T17:00:00,increase,0.42,"Member StRyKeReYe entered the Tesla Coils chat room at 6:58:58 CDT on Monday, November 1st, 2010."
180,2010-11-02T17:00:00,increase,0.42,@sur3wyn @jerinelay when's e next movie for us to learn up on joint robbery w/ the furkids? I need a bigger house & the tesla very soon
181,2010-11-02T17:00:00,increase,0.42,"Member StRyKeReYe entered the Tesla Coils chat room at 6:34:54 CDT on Monday, November 1st, 2010."
182,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 6:27:33 CDT on Monday, November 1st, 2010."
183,2010-11-02T17:00:00,increase,0.42,"Member StRyKeReYe entered the Tesla Coils chat room at 6:24:00 CDT on Monday, November 1st, 2010."
184,2010-11-02T17:00:00,increase,0.42,What more you want? RT @nic_tesla I should have gotten an iPhone. This Droid is only good for watching porn at meetings. *sad face*
185,2010-11-02T17:00:00,increase,0.42,Music for Users is HERE! Type 'Tesla Audio' in iTunes search today!! Just .99 cents INTRO price!
186,2010-11-02T17:00:00,increase,0.42,"@winstano Twitter, Air Video, IMDB, Angry Birds, Strategery, BBC News, Plants vs Zombies, The Elements, Tesla Toy"
187,2010-11-02T17:00:00,increase,0.42,"Cool, saw a Tesla Roadster, no visible tailpipe. Pretty lookin' machine! But like a pickup truck, it looks bouncy as heck."
188,2010-11-02T17:00:00,increase,0.42,@ladydeadlock I'm seriously going to EXPLODE in SQUEEEE Friday night after the Tesla episode I'm bouncing now and I'm in public! #Sanctuary
189,2010-11-02T17:00:00,increase,0.42,@xiratania @puffandruffle @ladydeadlock  Lets all squeeeeeeeeeeeeeeeeeeeeeeeeeeeee :D #Sanctuary #Tesla
190,2010-11-02T17:00:00,increase,0.42,@xiratania You're so cute when you're excited about Tesla xD
191,2010-11-02T17:00:00,increase,0.42,@kesland @ladydeadlock @puffandruffle *butts in* Only to squeeeeeeee TESLA IS BACK* butts back out*
192,2010-11-02T17:00:00,increase,0.42,@kesland I'm looking forward to Tesla's return too.  #Sanctuary
193,2010-11-02T17:00:00,increase,0.42,"@ladydeadlock Yup, so far its been awesome. And next week TESLA! #Sanctuary @puffandruffle"
194,2010-11-02T17:00:00,increase,0.42,"@ladydeadlock Yup, so far its been awesome. And next week TESLA! #Sanctuary"
195,2010-11-02T17:00:00,increase,0.42,"@nic_tesla I feel like after a certain point, it may just turn to vinegar."
196,2010-11-02T17:00:00,increase,0.42,"Member StRyKeReYe entered the Tesla Coils chat room at 4:50:10 CDT on Monday, November 1st, 2010."
197,2010-11-02T17:00:00,increase,0.42,"Member John entered the Tesla Coils chat room at 4:35:54 CDT on Monday, November 1st, 2010."
198,2010-11-02T17:00:00,increase,0.42,"My top five most played songs on iTunes: Holy Diver- Dio, Shake Me- Cinderella, Paradise- Tesla, Don't Cry- GNR, Sweet Emotion- Aerosmith."
199,2010-11-02T17:00:00,increase,0.42,"@bschildt I thought Tesla only created weapons of electrical destruction in movies, games and comics. :)"
200,2013-04-17T17:00:00,increase,0.31,Tesla &amp; Tre would get sent out now im lonely 
201,2013-04-17T17:00:00,increase,0.31,@TeslaMotors Could I charge the tesla s at my apartment or would I need a house?
202,2013-04-17T17:00:00,increase,0.31,"@ShiningSky Tesla has to be an Etherite archmaster, so the latter."
203,2013-04-17T17:00:00,increase,0.31,"RT @startupvisaca: @Startup_Canada Q6. Google, Tesla, Yahoo, Sun = all co-founded by immigrant entrepreneurs. Success inspires success.  ..."
204,2013-04-17T17:00:00,increase,0.31,"RT @startupvisaca: @Startup_Canada Q6. Google, Tesla, Yahoo, Sun = all co-founded by immigrant entrepreneurs. Success inspires success.  ..."
205,2013-04-17T17:00:00,increase,0.31,"@Startup_Canada Q6. Google, Tesla, Yahoo, Sun = all co-founded by immigrant entrepreneurs. Success inspires success. #startupchats"
206,2013-04-17T17:00:00,increase,0.31,Just saw a tesla... Where else? West Hartford of course
207,2013-04-17T17:00:00,increase,0.31,@tesla_white Are you going to the cheer fundraiser next week?
208,2013-04-17T17:00:00,increase,0.31,RT @tesla_roadster: NEW ROADSTER | Forums | Tesla Motors: Active Topics - Tesla Roadster. bfudge | 2 days ago. Roadster Sports For......
209,2013-04-17T17:00:00,increase,0.31,@djjeffbutton even the super cool Tesla store?
210,2013-04-17T17:00:00,increase,0.31,@TheSiriusFilm just ask nikola tesla what the government thinks of free energy...
211,2013-04-17T17:00:00,increase,0.31,"Digging the ""Tesla &gt; Edison"" t-shirt that Nate Burton from the NSA is sporting.  Not holding back!   #openstack"
212,2013-04-17T17:00:00,increase,0.31,@drphilDONTEhue You peep the Tesla out yet
213,2013-04-17T17:00:00,increase,0.31,"Spoiler: Westinghouse got Niagara contract but he, Edison and Tesla all got Morganized. #TheMenWhoBuiltAmerica"
